"","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw"
"2991","I+Ig","log10",2991,0.47568194,4.11255961,15.57074,0.52306701,0.02875221,3662.55713,9.63036617963063,3.00686137153151,9.60497976534211,10.1874869859931,9.65090160107235,9.55267161996039
