"","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw","id"
"216",216,0.34171132,5.96741337,63.939305,2.26333555,0.01588348,1007.3579,9.68652245571424,9.68269235515914,8.11062534258128,4.99861927482613,9.89085218973561,9.64584115232843,"G_log-Ig_log"
