"","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","max_fitness_rho","max_fitness_beta","max_fitness_psin","max_fitness_psiw","max_fitness_phin","max_fitness_phiw","id"
"851",851,0.22034442,4.82470684,12.4717861,1.92146948,0.16149621,1012.48855,9.53967755815421,6.366553133692,9.67958417112323,6.09577412488608,8.00134867934923,9.55156037378274,"G_log"
