"","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw","id"
"21",21,0.45105014,3.98146722,20.7788483,0.82059535,0.03222346,684.785941,9.64845479194939,1.10143741690715,9.49322796203015,9.73331039338493,9.68646619146251,9.65012956408884,"R_log-Ig_log"
