"","cue","cue_b","log","log_b","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw"
"957","R","I+Ig","log10","log10",957,0.27006484,3.88659164,8.95087949,0.85413112,0.0689625,851.595371,9.77605405817764,2.37289488586071,9.3147627980994,9.7389501871711,7.44489739859757,9.765867676803
