"","cue","cue_b","log","log_b","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw"
"289","R","I","none","log10",289,0.37603588,5.55019905,6.37548055,0.90469313,0.05071314,391.686338,8.29983387292464,9.52803212324014,9.22388376382732,9.49610790142743,7.28344572284295,9.79301488231321
