"","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw","id"
"511",511,0.30645524,5.34320514,17.4828524,1.01477261,0.0454765,4319.34177,7.5195900544285,5.68217543956061,8.44970540362649,8.30441979012154,6.31043095364283,9.85989835047952,"R_log-I_log"
