"","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw","id"
"712",712,0.35462357,4.63074122,24.4152248,0.55562928,9.82276e-03,1343.89356,9.67881831730484,3.52075690016335,9.42308718564006,10.5558100770683,9.95866650697209,9.62800908774528,"Ig_log-I_log"
