"","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","rho","beta","psin","psiw","phin","phiw"
"2","R","log10",2,0.25483632,4.05760761,43.9074619,0.86105239,0.01486683,1266.42334,8.16305191010022,3.64705022404612,4.90136312574201,8.1216888332995,7.70380972326223,8.16887678633242
