"","cue","cue_b","log","log_b","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw"
"2284","R","I","log10","log10",2284,0.36527309,4.77158113,3.8756102,0.57546327,0.04091611,26.7483056,7.54172946150539,4.20341304387438,5.25113167928546,10.0415345021185,8.04119403161824,10.1525886500878
