"","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw","id"
"141",141,0.38760871,3.92927158,3.690773,0.69932947,0.11346861,130.096792,9.64067216297283,0.601240649010493,9.71209594579872,10.0067960425391,4.95524432810422,9.71336786305357,"G_log-R_log"
