"","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","rho","beta","psin","psiw","phin","phiw"
"3","R","log10",3,0.27710708,3.92125347,45.580983,0.90451433,0.01225722,560.416518,8.19300051239714,2.82318348836863,4.79673831095882,7.95129818556238,7.621050808352,8.18333755941363
