"","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw","id"
"975",975,0.34032639,4.02751719,31.3194244,0.86815934,0.01748846,26.712727,9.68609537648178,0.988950795621699,9.2313552020828,9.57146924308977,9.87268257733587,10.059826802296,"G_log-Ig_log"
