"","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","rho","beta","psin","psiw","phin","phiw"
"6","R","log10",6,0.36816398,5.77949156,42.5090478,2.00371825,0.02653977,4063.64227,7.95385288710214,8.20295657580767,4.99473746310861,4.79353291667096,8.08368002877026,8.16087341374398
