"","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw","id"
"160",160,0.33368663,4.77685227,2.21277534,0.69223745,0.1176689,7.65837401,9.67136690466612,5.15156851860174,10.0073151428421,10.1416940073475,8.4893105250483,10.5871022569512,"I+Ig_log-Ig_log"
