"","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2","fitness_rho","fitness_beta","fitness_psin","fitness_psiw","fitness_phin","fitness_phiw"
"3877","Ig","none",3877,0.2154276,5.510965,247.480285,0.99652515,0.00109368,874.356599,8.54771270000655,8.13290749496157,4.45843708148559,7.97453470594372,8.03793835525365,8.56416734078054
