"","id","mean_cr"
"1","G_log",0.424939946215543
"2","G_none",0.446223853584094
"3","I_log",0.425223425302086
"4","I_none",0.414164144290968
"5","I+Ig_log",0.421694924664349
"6","I+Ig_none",0.440627698774767
"7","Ig_log",0.420058967950126
"8","Ig_none",0.453984428660538
"9","R_log",0.450122639913074
"10","R_none",0.445728109473444
