"","mut_id","res_id","fitness_1","fitness_2","fitness_final","mut_cue","mut_log","res_cue","res_log","mut_label","res_label"
"136","Ig-i_none","Ig1+Ig2_none",-1.46143256804956,0.0762526749825545,0.0762526749825545,"Ig","none","Ig1+Ig2","none","Ig","Ig1+Ig2"
"137","Ig-i_none","R_log",-0.499843751320925,-0.476746105044079,-0.476746105044079,"Ig","none","R","log","Ig","R log"
"138","Ig-i_none","R_none",-0.536201011101744,-0.512218475922301,-0.512218475922301,"Ig","none","R","none","Ig","R"
"139","Ig-i_none","sum_log",-0.620989795853519,-0.587852341707331,-0.587852341707331,"Ig","none","sum","log","Ig","sum log"
"140","Ig-i_none","sum_none",-0.450897953804932,-0.420881755651064,-0.420881755651064,"Ig","none","sum","none","Ig","sum"
"141","Ig1+Ig2_none","G-i_log",-0.566918630773646,-0.554557684161687,-0.554557684161687,"Ig1+Ig2","none","G","log","Ig1+Ig2","G log"
"142","Ig1+Ig2_none","G-i_none",-0.134662505238498,-0.134662505238498,-0.134662505238498,"Ig1+Ig2","none","G","none","Ig1+Ig2","G"
"143","Ig1+Ig2_none","G1+G2_log",0.000873171538218327,0.000873171538218327,0.000873171538218327,"Ig1+Ig2","none","G1+G2","log","Ig1+Ig2","G1+G2 log"
"144","Ig1+Ig2_none","G1+G2_none",0.116105836552371,0.127975328185362,0.127975328185362,"Ig1+Ig2","none","G1+G2","none","Ig1+Ig2","G1+G2"
"145","Ig1+Ig2_none","I-i_log",-0.3893603938394,-0.37691750430118,-0.37691750430118,"Ig1+Ig2","none","I","log","Ig1+Ig2","I log"
"146","Ig1+Ig2_none","I-i_none",-0.31758455500137,-0.303648317941841,-0.303648317941841,"Ig1+Ig2","none","I","none","Ig1+Ig2","I"
"147","Ig1+Ig2_none","I1+I2_log",-0.391947952006678,-0.371309880353922,-0.371309880353922,"Ig1+Ig2","none","I1+I2","log","Ig1+Ig2","I1+I2 log"
"148","Ig1+Ig2_none","I1+I2_none",0.352911799746037,0.385703639628327,0.385703639628327,"Ig1+Ig2","none","I1+I2","none","Ig1+Ig2","I1+I2"
"149","Ig1+Ig2_none","Ig-i_log",-0.567715772587187,-0.554803675112328,-0.554803675112328,"Ig1+Ig2","none","Ig","log","Ig1+Ig2","Ig log"
"150","Ig1+Ig2_none","Ig-i_none",0.0341867991921196,0.0462052178398826,0.0462052178398826,"Ig1+Ig2","none","Ig","none","Ig1+Ig2","Ig"
"151","Ig1+Ig2_none","R_log",-0.557437501347489,-0.543299665587842,-0.543299665587842,"Ig1+Ig2","none","R","log","Ig1+Ig2","R log"
"152","Ig1+Ig2_none","R_none",-0.561556137021288,-0.546586008366724,-0.546586008366724,"Ig1+Ig2","none","R","none","Ig1+Ig2","R"
"153","Ig1+Ig2_none","sum_log",-0.504938794044329,-0.486179797338501,-0.486179797338501,"Ig1+Ig2","none","sum","log","Ig1+Ig2","sum log"
"154","Ig1+Ig2_none","sum_none",-0.464669570393605,-0.444950176215755,-0.444950176215755,"Ig1+Ig2","none","sum","none","Ig1+Ig2","sum"
"155","R_log","G-i_log",-0.111199000573487,-0.111198132937746,-0.111198132937746,"R","log","G","log","R log","G log"
"156","R_log","G-i_none",0.443747720503554,0.442461797119025,0.443747720503554,"R","log","G","none","R log","G"
"157","R_log","G1+G2_log",1.3001360535403,1.3001360535403,1.3001360535403,"R","log","G1+G2","log","R log","G1+G2 log"
"158","R_log","G1+G2_none",0.577000146318122,0.570634259171398,0.577000146318122,"R","log","G1+G2","none","R log","G1+G2"
"159","R_log","I-i_log",0.0406028148017605,0.0394115537855546,0.0406028148017605,"R","log","I","log","R log","I log"
"160","R_log","I-i_none",0.155246076569389,0.155246076569389,0.155246076569389,"R","log","I","none","R log","I"
"161","R_log","I1+I2_log",0.0749908759572913,0.0763987114840186,0.0763987114840186,"R","log","I1+I2","log","R log","I1+I2 log"
"162","R_log","I1+I2_none",0.779237722299942,0.760423102928452,0.779237722299942,"R","log","I1+I2","none","R log","I1+I2"
"163","R_log","Ig-i_log",-0.108825710363106,-0.108825710363106,-0.108825710363106,"R","log","Ig","log","R log","Ig log"
"164","R_log","Ig-i_none",0.507929389466494,0.508771627427513,0.508771627427513,"R","log","Ig","none","R log","Ig"
"165","R_log","Ig1+Ig2_none",0.658156612286567,0.657886109170086,0.658156612286567,"R","log","Ig1+Ig2","none","R log","Ig1+Ig2"
"166","R_log","R_none",-0.0256319065914665,-0.0254627182819569,-0.0254627182819569,"R","log","R","none","R log","R"
"167","R_log","sum_log",-0.0322063459367343,-0.032520435760266,-0.0322063459367343,"R","log","sum","log","R log","sum log"
"168","R_log","sum_none",0.0828969324506628,0.0837349308154638,0.0837349308154638,"R","log","sum","none","R log","sum"
"169","R_none","G-i_log",-0.0754016068873802,-0.0753981089311977,-0.0753981089311977,"R","none","G","log","R","G log"
"170","R_none","G-i_none",0.485405501551825,0.48499137840583,0.485405501551825,"R","none","G","none","R","G"
"171","R_none","G1+G2_log",1.31385165620759,1.25734263530586,1.31385165620759,"R","none","G1+G2","log","R","G1+G2 log"
"172","R_none","G1+G2_none",0.615143545335702,0.60971591318737,0.615143545335702,"R","none","G1+G2","none","R","G1+G2"
"173","R_none","I-i_log",0.0760841398661944,0.0744602370420702,0.0760841398661944,"R","none","I","log","R","I log"
"174","R_none","I-i_none",0.187480532071678,0.187096804051281,0.187480532071678,"R","none","I","none","R","I"
"175","R_none","I1+I2_log",0.109641645321968,0.109475092046179,0.109641645321968,"R","none","I1+I2","log","R","I1+I2 log"
"176","R_none","I1+I2_none",0.807966095141199,0.80801114031247,0.80801114031247,"R","none","I1+I2","none","R","I1+I2"
"177","R_none","Ig-i_log",-0.0721000822557412,-0.0722848648197756,-0.0721000822557412,"R","none","Ig","log","R","Ig log"
"178","R_none","Ig-i_none",0.545743220997691,0.545103895851837,0.545743220997691,"R","none","Ig","none","R","Ig"
"179","R_none","Ig1+Ig2_none",0.701442601052279,0.701368195694378,0.701442601052279,"R","none","Ig1+Ig2","none","R","Ig1+Ig2"
"180","R_none","R_log",0.0324367151138469,0.0323279225041355,0.0324367151138469,"R","none","R","log","R","R log"
"181","R_none","sum_log",0.00581317568575646,0.00571533108016853,0.00581317568575646,"R","none","sum","log","R","sum log"
"182","R_none","sum_none",0.119641992346257,0.11962954943489,0.119641992346257,"R","none","sum","none","R","sum"
"183","sum_log","G-i_log",-0.0927522890001398,-0.0926284101921038,-0.0926284101921038,"sum","log","G","log","sum log","G log"
"184","sum_log","G-i_none",0.516892395032651,0.52601958732953,0.52601958732953,"sum","log","G","none","sum log","G"
"185","sum_log","G1+G2_log",1.32407651617323,1.32296921823335,1.32407651617323,"sum","log","G1+G2","log","sum log","G1+G2 log"
"186","sum_log","G1+G2_none",0.733452233987438,0.725543878596641,0.733452233987438,"sum","log","G1+G2","none","sum log","G1+G2"
"187","sum_log","I-i_log",0.0655403197210784,0.0655403197210784,0.0655403197210784,"sum","log","I","log","sum log","I log"
"188","sum_log","I-i_none",0.164405704460445,0.164405704460445,0.164405704460445,"sum","log","I","none","sum log","I"
"189","sum_log","I1+I2_log",0.0745003698473261,0.0745278440453943,0.0745278440453943,"sum","log","I1+I2","log","sum log","I1+I2 log"
"190","sum_log","I1+I2_none",0.809426536347447,0.809426536347447,0.809426536347447,"sum","log","I1+I2","none","sum log","I1+I2"
"191","sum_log","Ig-i_log",-0.0708588051342036,-0.0709461434632925,-0.0708588051342036,"sum","log","Ig","log","sum log","Ig log"
"192","sum_log","Ig-i_none",0.62054680809193,0.621487958862718,0.621487958862718,"sum","log","Ig","none","sum log","Ig"
"193","sum_log","Ig1+Ig2_none",0.808084206390062,0.834066812409926,0.834066812409926,"sum","log","Ig1+Ig2","none","sum log","Ig1+Ig2"
"194","sum_log","R_log",0.039667464510591,0.0395486670064273,0.039667464510591,"sum","log","R","log","sum log","R log"
"195","sum_log","R_none",-0.00265074925497677,-0.0019829351898859,-0.0019829351898859,"sum","log","R","none","sum log","R"
"196","sum_log","sum_none",0.123965770904175,0.123975463017772,0.123975463017772,"sum","log","sum","none","sum log","sum"
"197","sum_none","G-i_log",-0.201164278109181,-0.201164278109181,-0.201164278109181,"sum","none","G","log","sum","G log"
"198","sum_none","G-i_none",0.360247854703698,0.360247854703698,0.360247854703698,"sum","none","G","none","sum","G"
"199","sum_none","G1+G2_log",1.18975474677583,1.18972014752941,1.18975474677583,"sum","none","G1+G2","log","sum","G1+G2 log"
"200","sum_none","G1+G2_none",0.505456222787991,0.505456222787991,0.505456222787991,"sum","none","G1+G2","none","sum","G1+G2"
"201","sum_none","I-i_log",-0.0474019665584504,-0.0474019665584504,-0.0474019665584504,"sum","none","I","log","sum","I log"
"202","sum_none","I-i_none",0.054548032421764,0.054548032421764,0.054548032421764,"sum","none","I","none","sum","I"
"203","sum_none","I1+I2_log",-0.0398358407883239,-0.0398358407883239,-0.0398358407883239,"sum","none","I1+I2","log","sum","I1+I2 log"
"204","sum_none","I1+I2_none",0.657556848126693,0.657556848126693,0.657556848126693,"sum","none","I1+I2","none","sum","I1+I2"
"205","sum_none","Ig-i_log",-0.194086741080884,-0.194086741080884,-0.194086741080884,"sum","none","Ig","log","sum","Ig log"
"206","sum_none","Ig-i_none",0.444113800740292,0.444113800740292,0.444113800740292,"sum","none","Ig","none","sum","Ig"
"207","sum_none","Ig1+Ig2_none",0.585437475057784,0.585437475057784,0.585437475057784,"sum","none","Ig1+Ig2","none","sum","Ig1+Ig2"
"208","sum_none","R_log",-0.0800798462109602,-0.0800798462109602,-0.0800798462109602,"sum","none","R","log","sum","R log"
"209","sum_none","R_none",-0.114727926957609,-0.114727926957609,-0.114727926957609,"sum","none","R","none","sum","R"
"210","sum_none","sum_log",-0.121094703543337,-0.121094703543337,-0.121094703543337,"sum","none","sum","log","sum","sum log"
