"X","mut_id","res_id","fitness","mut_var1","mut_var2","mut_var3","mut_var4","res_var1","res_var2","res_var3","res_var4","mut_var1_opt","mut_var2_opt","mut_var3_opt","mut_var4_opt"
1,"I-i+Ig-i_none","I-i+Ig-i_log",-0.201772359332614,1.738925,-32.23447,294.1821,16.1966,303.4573,-419.5405,-257.9821,-320.6268,1.74176144947374,-31.8428153656965,290.211227523498,-0.797967500591826
1,"I-i+Ig-i_none","I1+I2_log",-0.122828309932502,1.738925,-32.23447,294.1821,16.1966,356.4903,-465.0749,-322.0964,-367.33,1.73969391158357,-32.5881515384284,303.544467164687,4.63625466625124
1,"I-i+Ig-i_none","I1+I2_none",0.540953112679198,1.738925,-32.23447,294.1821,16.1966,0.9999997,-9.1495804,-71.9937848,4998.243879,1.64349491383262,-29.184512712134,251.37694602979,11.8981905991318
1,"I-i+Ig-i_none","Ig-i_log",-0.27710305314641,1.738925,-32.23447,294.1821,16.1966,2.188023,-5.185792,3.701277,-8.106463,1.75055501459778,-31.3298651309661,278.131799419666,7.99391313644828
1,"I-i+Ig-i_none","Ig-i_none",0.446649894395165,1.738925,-32.23447,294.1821,16.1966,1.178482,-108.3889,2.022846,0.4681743,1.56217289264773,-48.2947047671813,716.345900895605,14.1943660690149
1,"I-i+Ig-i_none","Ig1+Ig2_none",0.499811550556406,1.738925,-32.23447,294.1821,16.1966,1,-31.28019,341.47294,-4999.99774,1.63838058986816,-31.6003562299644,294.250366693041,16.1966816289157
1,"I-i+Ig-i_none","R_log",-0.133659292598056,1.738925,-32.23447,294.1821,16.1966,-1708.033,2029.536,1652.683,1716.579,1.76029077796235,-36.0189346287992,368.729501712685,14.057606358472
1,"I-i+Ig-i_none","R_none",-0.194922609048348,1.738925,-32.23447,294.1821,16.1966,-85.83515,132.203,63.44411,95.46252,1.78463066335336,-33.0973234265747,301.002270011385,17.3161052687194
1,"I-i+Ig-i_none","sum_log",-0.2052204157923,1.738925,-32.23447,294.1821,16.1966,366.9224,-475.8806,-333.6755,-376.6502,1.72939143894191,-34.5409744638897,343.734211462682,10.1668923185736
1,"I-i+Ig-i_none","sum_none",-0.00118342508272939,1.738925,-32.23447,294.1821,16.1966,1.832057,-16.921,61.96135,1.122217,1.76883210846946,-34.4297119058813,323.798399630817,9.94294302828582
