"","mut_id","res_id","fitness","mut_var1","mut_var2","mut_var3","mut_var4","res_var1","res_var2","res_var3","res_var4","mut_var1_opt","mut_var2_opt","mut_var3_opt","mut_var4_opt"
"1","sum_none","R_none",-0.114727926957609,1.86014,-25.61573,257.60126,-2823.09564,-88.36793,136.04925,65.44548,98.14261,1.92007147361067,-26.0534483818026,260.942835178607,-2823.32849352722
