"","id","id_b","label","label_b","fitness","par1","par2","par3","par4","par5","par6","par7","par8","par9"
"1","G_none","I_log","G","I log",9.6087172002242,5.74776062068866,-7.27626203804595,0.525506410842481,-3.20563252940241,-16.8157418956468,-10.0124688200172,0.167898495351216,-3.52902629249719,-2.88048659130004
