"","id","id_b","label","label_b","fitness","par1","par2","par3","par4","par5","par6","par7","par8","par9"
"1","G_log","I+Ig_none","G log","I+Ig",9.53347363370582,1.35180430571033,-0.340271178527769,0.577436844937134,-2.25968922433193,0.617313584720007,-0.166345577582829,-1.18121283528095,1.65455207185712,-0.377408009049222
