"","id","id_b","label","label_b","fitness","par1","par2","par3","par4","par5","par6","par7","par8","par9"
"1","R_log","Ig_none","R log","Ig",8.54019532270679,58.6394682080969,-112.746122779015,-1.65071108456402,-66.9700826023136,177.49472589935,-105.413884847241,-60.3783715737498,-90.4245972135417,-27.0682102729611
