"","id","id_b","label","label_b","fitness","par1","par2","par3","par4","par5","par6","par7","par8","par9"
"1","G_none","Ig_log","G","Ig log",9.63612407512031,-1.07256108846014,0.0505109963550744,2.21315457271284,1.61621401271478,-5.02407152607256,8.77512338160211,0.609868131931675,2.24600774212794,0.464853965701592
