"","X","id","id_b","label","label_b","fitness","par1","par2","par3","par4","par5","par6","par7","par8","par9"
"27","par1","Ig_none","I_log","Ig","I log",8.6453588907927,12.613332999755,-11.8713930083362,-17.2775309706784,234.928669621931,119.641332958708,-331.930766222716,-107.021665337973,-436.534995510584,-123.587229342868
"28","par1","Ig_none","I_none","Ig","I",8.60047581548346,9.89901423600297,109.411383149154,997.890687494986,166.081882175558,249.992261203403,-499.995502313419,998.918664940911,-499.599405697743,-117.983949524296
"29","par1","R_log","I_log","R log","I log",3.53088588457098,2.03764731427999,362.588924067982,245.5862278967,855.758263141523,-248.014503303613,468.658128000141,-221.458206711036,73.532820269672,-128.492078740457
"30","par1","R_log","I_none","R log","I",8.85284697285624,-10.0363943584919,-499.361374988517,-994.97338619375,2.03036488770566,249.95875260923,-291.650798684976,1.46155028385822,-116.156647861879,249.589012599342
"31","par1","R_log","I+Ig_log","R log","I+Ig log",9.77347703106196,-7.6873117022231,-497.712666727175,-1003.52690579799,47.7856365855313,-248.736011208557,-181.975534126152,27.7138840936154,-22.552719476167,-52.131985634923
"32","par1","R_log","I+Ig_none","R log","I+Ig",8.80475812487571,-9.64929908948191,-497.404825782312,998.83995422278,-26.0877974480183,249.805273860074,27.0843376689201,7.32215896622316,17.1901086475122,248.436514995079
"33","par1","R_log","Ig_log","R log","Ig log",4.78786507460712,-6.73616590651336,123.284430745436,-146.138332854384,-800.046844249737,-223.489643882381,-118.31002554758,163.419218758289,-5.92523199937656,-127.555668026572
"34","par1","R_log","Ig_none","R log","Ig",8.55498346876634,-9.64631828801393,-499.505824337099,999.369435747955,19.0665188791475,-249.808558037414,-220.101883301824,28.1074299652688,-95.9906819051742,-249.478463926508
"35","par1","R_none","I_log","R","I log",9.78358549525033,-9.51808489757793,-439.434213487314,85.9983420112619,118.609397517036,-244.108157976388,33.2456000574442,-30.8968196437256,-24.8488806127135,-88.6027422262527
"36","par1","R_none","I_none","R","I",8.90099236662606,51.1239961630359,-45.3637097743846,444.521618543514,-44.6822405924133,93.5161084429883,192.959694467728,-55.3706326925021,-244.844705794772,152.263320367774
"37","par1","R_none","I+Ig_log","R","I+Ig log",9.66159553568585,-9.33678217818957,199.118512880314,-637.150912193298,-607.611170202919,-249.653099898088,-105.279494687899,350.002291676234,28.3945096362879,-67.697783943873
"38","par1","R_none","I+Ig_none","R","I+Ig",9.04649230591339,-9.84971981658051,-499.932144332456,998.719828634736,-0.730180635076016,249.798713449918,445.771781771954,-0.0557363687956709,-70.3614801111905,249.505493623059
"39","par1","R_none","Ig_log","R","Ig log",5.18044265250618,2.30604919729631,266.073780620493,-943.375517459766,-527.287924377994,-195.159099627232,-205.836179770688,286.714335678668,105.590013070904,-126.653938101474
"40","par1","R_none","Ig_none","R","Ig",8.69999826274258,-9.97827604648754,-499.972648110603,999.938724462934,3.86096428572912,169.553795925187,304.647365135789,3.55905460496783,-97.1564170443904,248.951654867389
