iter,rho,burst,iota_N1,iota_N2,phi_N1,phi_N2
148,0.39872848,5.066768736,0.499974383,1.023286808,2.625479753,304.0403017
149,0.758988812,5.133718769,0.624089318,0.683602005,3.106887527,67.78785153
150,0.21883552,5.72475894,0.45619015,1.114764417,2.428263215,1212.043468
151,0.284430661,5.298780616,2.651223454,0.481431895,0.129654987,221.0531674
152,0.236180738,3.843184567,0.79064029,0.976512004,0.47915359,153.8980475
153,0.238492229,5.263605935,0.651477928,1.151145734,0.468575684,76.34702094
154,0.653906859,5.014158322,1.209295357,1.205916697,1.915721791,147.9055396
155,0.174991921,5.328463914,1.769010811,1.536478207,0.931170629,238.315248
156,0.385344959,4.928809559,1.115755372,0.62959946,0.978296018,449.4564992
157,0.16519926,3.559850746,0.751272861,1.061384132,1.296264162,112.6895503
158,0.339707195,5.219551341,0.958912841,0.958409862,0.8736825,699.5523324
159,0.528817586,4.905338443,1.014761793,0.968877237,1.746286978,312.1488129
160,0.313982008,5.348242689,2.096303545,1.337495723,1.427776855,138.123435
161,0.218642115,5.205036249,0.925217797,0.597836561,0.198237102,215.6615104
162,0.150430289,3.868151519,0.32025214,1.134214232,0.959417244,130.2075967
163,0.366625973,5.17443834,0.906233236,0.710177809,0.9110985,1380.261317
164,1.074740972,4.962915407,1.189157652,0.688660134,3.17807051,330.0400942
165,0.268630139,5.662813584,0.780038725,1.265003202,2.078947889,211.1742759
166,0.225952577,5.270274268,1.077693788,0.527240082,0.372648393,592.4635937
167,0.174508546,3.760917139,2.324347419,0.834404883,0.205313504,537.1335304
168,0.219299436,5.193322464,1.975363619,0.953457006,0.255242211,555.5993285
169,0.666311386,4.676253283,2.441731594,0.787287136,0.973033406,963.4909878
170,0.183027294,5.514766931,1.44415369,1.455256804,0.86459325,505.2271247
171,0.229624381,5.18907496,0.753038511,0.483567485,0.264210957,221.9657909
172,0.098809681,3.540603395,0.798989428,0.764418761,0.529704733,156.4568247
173,0.316461545,5.032867707,0.966361014,1.089843693,0.71993101,206.3611082
174,0.530098844,4.893978233,2.271110889,1.078562899,0.509988558,140.0313074
175,0.207875324,5.854091476,1.221656423,1.177635668,0.454667161,229.1917502
176,0.299736643,5.140712275,0.418941767,0.566542407,1.929429078,483.0378882
177,0.244631132,3.543732199,0.559309367,1.032472653,4.454779274,281.5385012
178,0.18001504,5.107067174,0.281498386,0.974891035,1.300889613,113.6428797
179,0.574325997,5.051235864,0.986112617,0.858850388,1.519074518,76.46258434
180,0.244943878,5.574537926,0.539469295,1.309320406,2.540591465,876.4471739
181,0.231997412,5.158203842,0.193299476,0.5674681,0.818029687,34.79114728
182,0.296772108,3.641409195,0.864447261,0.771558365,1.176326295,26.46222312
183,0.402357152,5.208250525,0.667790263,1.102840882,1.175947282,37.06300747
184,0.604759232,4.846633804,1.747756095,0.937746446,1.328953514,17.34435212
185,0.182639521,5.50757226,0.769603101,1.327306507,1.581043447,134.4450297
186,0.237638015,5.200618588,0.811889598,0.504539227,0.65651063,229.6995122
187,0.060908028,3.656628852,0.706997367,1.244117813,0.900136241,427.8824296
188,0.180510978,5.068585359,0.985493638,1.045075998,0.734698442,276.3164657
189,0.777624795,5.073488124,3.308389538,0.938529137,0.810099481,742.1808586
190,0.185064602,5.679138358,1.227520392,1.178374244,0.703197438,361.7924667
191,0.314873212,5.081873455,0.444264071,0.546895092,0.745966727,128.7508552
192,0.212136769,3.608662886,1.41112466,1.194511711,0.569199861,36.51986005
193,0.149410977,5.326480112,1.220274416,1.270547013,0.216276318,8.379999762
194,0.388754999,4.948074078,1.461546731,1.239438948,0.884154963,1007.506248
195,0.204697229,5.542650171,1.062169991,1.32573279,1.623110509,3946.783323
196,0.25355525,5.253390818,1.092287561,0.569231936,0.094416766,731.9421142
197,0.138838346,3.82417639,1.05387542,1.185615694,0.241150004,119.2996727
198,0.317800906,5.365178658,2.246595376,1.204531735,0.339750113,26.61228108
199,0.521747499,4.863952674,1.296635571,0.789819537,1.42094538,64.78456223
200,0.191540017,5.628710586,1.50522104,1.000194471,0.244219453,661.7807351
201,0.227109301,5.285979859,1.263680753,0.623336029,0.377838024,147.7366571
202,0.321075125,3.573327443,0.538113948,1.046029976,3.145830637,74.28742798
203,0.481166097,5.113293113,0.642989105,0.968354117,1.98385833,96.12265527
204,0.736388456,5.208876566,1.278701777,0.757731107,1.141179029,214.562643
205,0.263142835,5.59730801,0.680498812,1.047882005,3.624871996,80.33145758
206,0.252315023,5.257360461,0.729573268,0.593257865,0.369547325,119.8666243
207,0.165862107,3.710186844,0.71179464,0.93581282,0.55970414,214.314196
208,0.247662256,5.285013135,0.716387756,1.022962884,0.47698717,377.6501576
209,0.453088896,4.919404668,0.705804669,1.229543975,1.9002895,341.4808497
210,0.233362442,5.642323352,0.707883983,1.058589549,0.995476967,300.2421929
211,0.205804927,5.217585315,1.112045818,0.452334681,0.195059534,1056.305594
212,0.129532732,3.64638856,1.630998897,0.738982326,0.177899699,332.2518693
213,0.325690559,5.310636248,1.686213918,0.776137035,0.420132094,139.9508534
214,0.605457258,4.815716375,1.365598227,0.891657961,1.93489999,178.3283942
215,0.167685391,5.535976879,1.355492442,1.58871786,0.887938099,372.7712498
216,0.159987263,5.170014875,1.099352558,0.543830216,0.092524057,367.9484579
217,0.143009649,3.83111923,0.981192193,0.877126924,0.227065477,1154.367938
218,0.409792373,5.350727677,0.994478018,1.109646165,0.339793096,315.3589219
219,0.559903211,4.928706107,0.896832601,0.997912612,2.010025236,398.6058448
220,0.386017287,5.495063928,0.976415089,1.334958638,2.543998318,184.5625263
221,0.232743793,5.292919202,2.403549117,0.486074248,0.050438689,1528.458246
222,0.195422889,3.683764926,2.417714084,0.922407963,0.18698342,33.815228
223,0.242198558,5.170236682,2.516965289,1.030926545,0.165920178,324.6254849
224,0.406538717,4.927311702,2.273271696,1.230425458,0.484489937,76.21493175
225,0.134704,5.8889212,2.157444896,1.382733581,0.304187774,1082.975992
226,0.225686899,5.405598712,1.132553803,0.548409077,0.168444424,827.9729861
227,0.231721602,3.881688548,1.452865708,1.077626521,0.368475547,532.0458172
228,0.268519547,5.261474654,1.105192054,1.018599443,0.380978108,69.2296013
229,0.57631515,4.788546596,1.482795772,0.806544295,2.201863349,133.1928089
230,0.270944097,5.91000234,1.095542095,1.031515481,1.383122945,420.1962168
231,0.218812289,5.100774612,0.526934411,0.597528437,1.137942481,56.3018006
232,0.208880537,3.691026269,0.524347294,0.900462052,1.663296061,312.2997104
233,0.226571847,5.220750579,0.578437637,1.085452853,1.326909287,76.92135357
234,0.582293251,5.031984309,0.546695447,0.968163153,3.605752252,86.12966792
235,0.26937515,5.54379345,0.550901877,1.179251745,3.389436473,336.3389195
236,0.187453604,5.157412642,0.464459422,0.67969129,0.491428136,78.30664377
237,0.136898219,3.748352279,0.399135306,1.164745909,1.093857428,1608.062149
238,0.34791194,5.176596452,0.778855809,0.863356121,0.767144625,169.0512993
239,0.559810344,4.858464299,1.247690938,0.934790541,2.168579411,474.3635741
240,0.237236414,5.322677522,0.901160664,1.286896572,2.768697171,253.7287696
241,0.312727011,5.287775128,0.341968064,0.845749304,1.97079962,5.651191394
242,0.182452093,3.723400236,0.665875463,1.170393472,1.288460989,45.03904061
243,0.294025606,5.347636942,0.547595115,0.980398091,1.129667221,88.05168827
244,0.675106446,4.697001132,1.692128308,0.852531421,1.189034621,18.4680534
245,0.174781978,5.680439446,0.512736843,1.105570831,1.44467388,164.5085551
246,0.296813999,5.237277096,0.318260232,0.460702322,1.43203503,344.0146926
247,0.25339493,3.705126556,0.551506736,1.077580627,1.666805191,3836.436969
248,0.230757842,4.980143965,0.527348469,0.872011742,1.809003483,764.8017474
249,0.433971661,5.116063767,0.772041409,1.100552018,1.628805495,1076.690791
250,0.246815024,5.431073188,1.355997428,1.335572222,1.736829061,190.8091861
251,0.236093156,5.480378708,1.652452901,0.49494343,0.082966994,1352.199506
252,0.130422355,3.766066947,2.099209197,0.904625482,0.182938313,1450.005001
253,0.214805962,5.415509235,0.693101554,0.951821299,0.35861811,11159.96923
254,0.430176294,4.910910562,1.230484943,0.885624978,1.029725664,96.97105861
255,0.19762327,5.942236049,1.092486944,1.357406258,0.418687826,699.2232228
256,0.378090626,5.294016572,0.918309297,0.435778445,0.989419093,93.55466531
257,0.28948259,3.74737018,0.606439122,0.991850554,1.477420064,270.8635536
258,0.362373434,5.303346304,0.698825932,0.949060956,1.153457372,53.29029352
259,0.483895935,4.980121451,0.833048782,1.196878963,1.155049088,925.9926476
260,0.215918252,5.63495732,0.761677412,1.237345204,1.268508786,117.7364571
261,0.229172114,5.268783839,0.264526904,0.532283173,1.478110163,63.12829026
262,0.223271433,3.894584115,0.246526499,0.89755117,2.171927835,83.60930619
263,0.452707617,4.929310287,0.70821245,0.796799534,2.304548387,367.8594329
264,0.611953066,4.896219356,1.063290961,0.676792217,1.97099876,119.0447383
265,0.261106421,5.498891785,0.919869979,1.63052288,2.267207733,40.85497193
266,0.308248909,5.143875898,1.448598622,0.516412228,0.579133458,84.58160865
267,0.271128888,3.540744573,1.365723886,0.636634959,0.898185301,95.68341139
268,0.319853599,5.296839953,1.358917165,0.869342026,0.439766324,96.9416317
269,0.679691796,5.284690566,1.526501732,1.071158849,1.51967313,77.54223938
270,0.254172121,5.426041915,1.399464531,1.378928729,1.322027875,112.7346663
271,0.290941679,5.418713532,0.713092265,0.537594516,1.054060806,35.87554342
272,0.191323083,3.691071613,1.023718585,1.095325888,1.176242668,789.3147773
273,0.378926652,5.066013377,0.504722876,0.636720642,2.261055653,114.5782164
274,0.376086476,5.009675633,0.580995922,1.010131324,1.662034954,118.6257689
275,0.317749741,5.48110882,0.747552148,0.974163148,8.043611896,202.5412633
276,0.23276096,5.191860676,11.68372326,0.490057312,0.026579362,668.9904127
277,0.147966027,3.789621607,11.25741868,0.870595127,0.015980687,221.3534877
278,0.24605947,5.218383755,24.95064197,1.203888123,0.017929725,978.8467616
279,0.633754731,5.008369552,44.32720915,0.87297159,0.027817806,78.17540486
280,0.145402445,6.000911946,31.29151421,1.400292801,0.012532001,1277.047994
281,0.250148396,5.466846996,1.186042366,0.446762973,0.23085274,1115.727982
282,0.214897484,3.564964747,0.976152633,0.861912893,1.103570903,2454.730415
283,0.4091916,5.187595785,1.091289578,0.83305153,0.528449417,192.5101734
284,0.64322711,5.289961136,1.738412039,0.86400858,1.179625376,398.5639287
285,0.227725718,5.505372758,1.24372371,1.459678445,1.0442792,489.4346641
286,0.352773378,5.319357806,0.806166535,0.440567408,0.205757058,333.4419088
287,0.163338147,3.598213213,1.183942271,0.980436338,0.698768511,669.0690579
288,0.267034936,5.138214412,1.109389272,0.872235837,0.601562541,746.1415893
289,0.606004676,5.175898683,1.388762197,0.822517781,0.980959155,1428.539578
290,0.217027017,5.604188409,1.252756824,1.503714131,1.077080155,367.7292164
291,0.232580899,5.215556982,0.954287531,0.505032163,0.313096551,446.9703438
292,0.116292733,3.544880449,0.693707909,0.840613019,0.65951983,305.3554929
293,0.492096703,5.09892315,1.372597117,0.770601409,1.004608587,286.8309762
294,1.175190287,4.900597096,1.995423833,0.518782629,2.892720037,389.9927596
295,0.477898626,5.392295586,1.165274791,0.824635958,4.2010637,724.9416487
296,0.234693868,5.412509034,0.55617532,0.516787368,0.425584109,2323.614529
297,0.15561871,3.693701203,1.945469475,0.842009693,0.235297267,95.08889031
298,0.323704611,5.087397711,0.870436179,0.726680571,0.483044711,156.9408198
299,0.652954809,5.023324932,1.703312344,0.730140503,1.071438965,23.80606766
300,0.145071664,5.775822918,1.200388306,1.298565066,0.452998607,1518.236441
301,0.37989628,5.12299394,0.542955553,0.647416022,2.259277334,54.75164806
302,0.400382468,3.704133301,0.784385942,0.568694582,1.961103941,118.9537871
303,0.350245766,5.28695873,0.294648433,0.882660628,3.331879416,85.72980945
304,0.515313384,5.007004469,1.663359185,1.140977129,0.5635508,80.88332799
305,0.230794976,5.510896205,0.742997419,1.481789594,1.271930554,176.0225023
306,0.233804101,5.006981158,0.742235568,0.573672185,0.804068923,189.9643692
307,0.178874767,3.909350855,0.404282201,0.945189549,0.975022424,71.210535
308,0.411149494,5.180329658,0.620459821,0.637891584,1.113646613,306.0005357
309,0.448589212,4.961124433,0.753084729,1.193736733,1.14692879,52.00831031
310,0.170277188,5.714089979,0.529453788,1.203149925,0.982645517,1137.409531
311,0.225355324,4.95542827,0.890115013,0.675111529,0.502862952,48.72897912
312,0.080099784,3.630729812,0.651282494,1.023735755,0.895122684,296.1513638
313,0.422257064,5.196395272,0.790982139,0.847519446,1.368090785,77.46549007
314,0.868184404,5.121163022,0.918729446,0.82195921,2.552281498,247.2624452
315,0.256091968,5.647418732,0.654208753,1.22008994,1.786419524,286.3862079
316,0.207383788,5.073458474,0.921109588,0.478831676,0.414180712,3790.200981
317,0.207841112,3.559837971,0.809883676,0.861175807,1.151849158,1659.411054
318,0.183734891,5.195651913,0.717961165,0.753218074,0.554445492,1509.028378
319,0.632411747,5.168716082,1.283164321,0.8407684,0.907513402,817.0523977
320,0.2300981,5.513833244,1.414314841,1.163288841,0.863149075,8068.414155
321,0.272585669,5.395999456,0.968735717,0.564537993,0.945108196,12.00900502
322,0.103407402,3.794915975,0.323507014,1.302932554,2.284600706,56.14139227
323,0.397193287,5.118160221,0.863322081,0.999491979,1.854894287,56.50160735
324,0.839182032,4.687712186,2.555915327,0.417586625,2.48217876,70.78341902
325,0.239147263,5.824733501,0.498993699,1.07643383,1.771493908,117.1651948
326,0.308814723,5.014168034,0.64167152,0.463895317,1.559319,1161.333441
327,0.154665392,3.772684519,0.519902558,1.111601083,1.623098603,1190.160803
328,0.395947717,5.263329331,0.65393147,0.839287194,1.593993413,826.6683033
329,0.528613589,4.767560536,0.940844304,0.928248668,1.702399153,368.2117547
330,0.190697607,5.60542373,0.794396091,1.290252515,2.035897314,154.1943532
331,0.213986169,5.115749184,1.111709236,0.62578496,0.303088096,1896.953421
332,0.145393853,3.505791057,1.020964747,1.058545258,1.440016691,1844.412012
333,0.317563502,5.367451316,0.775619755,0.80040258,0.461817287,762.7974979
334,0.451641069,4.927480972,1.073608852,0.996473351,0.930349198,804.122595
335,0.18512458,5.676929115,0.62968763,1.221556595,1.608464205,306.0628512
336,0.239601779,5.091159789,0.195695419,0.661407213,1.903588637,62.37737252
337,0.185227987,3.57188677,0.614906372,0.843099114,1.421274859,855.270078
338,0.335499447,5.207053272,0.663649599,1.045569869,1.571257931,29.71425068
339,0.456632057,4.93103814,0.896755196,1.056160594,2.026283371,330.4435153
340,0.224096478,5.482060306,0.966413626,1.101292868,2.056992387,52.08605192
341,0.215068453,5.183198879,1.174614213,0.431936526,0.139680186,348.5290694
342,0.200474399,3.697706749,2.965379366,0.798801828,0.248382345,195.8986008
343,0.23154616,5.165852045,3.079267957,1.049068325,0.162322318,225.6411699
344,0.50248497,4.845302961,4.900325152,1.14888482,0.258496139,116.9041923
345,0.169916032,5.844450012,2.652722403,1.485534651,0.139845999,245.3243589
346,0.380332163,5.447863566,0.270547441,0.448945851,2.54373074,405.1314857
347,0.172206189,3.754918367,0.330171645,1.299372601,2.304126636,316.6430001
348,0.337986278,5.203444914,0.572667099,1.04310151,2.204272718,123.2051334
349,0.498670188,4.820718331,0.874888796,0.810288687,1.780090589,231.5294406
350,0.27594505,5.657049906,0.686798602,1.187984848,2.642903107,428.2902539
351,0.304216726,5.262803612,0.755482547,0.490039514,0.43731076,358.6474391
352,0.260855949,3.636994617,1.128159953,0.778973306,0.85413833,559.064515
353,0.4037785,5.188781479,1.074088148,0.787100992,1.342739649,280.1266821
354,0.687607767,4.806012101,2.175170809,0.88501565,1.575450403,38.10906962
355,0.199070472,5.41180431,1.229862622,1.366898645,1.755804805,589.0869204
356,0.224269917,5.060867238,1.782961642,0.648284426,0.12800936,174.5510099
357,0.110171167,3.696987581,2.706146967,1.170848056,0.212424248,1159.064683
358,0.236570441,5.049260677,2.11109182,1.019836127,0.123773067,169.7348043
359,0.494173535,5.09304227,1.979993474,1.067417481,0.432201676,494.8673867
360,0.144804025,5.612230897,2.538190295,1.341919219,0.259425076,352.5120875
361,0.371620933,5.392651604,0.538138308,0.387935875,0.722228184,127.431239
362,0.148458864,3.699725678,0.552462951,0.945444205,0.717614495,475.9182607
363,0.295979839,5.071625827,1.235040891,0.948481524,0.613958268,555.7694407
364,0.84681018,4.566086856,3.993665525,0.477860412,0.784439984,269.5227718
365,0.169337571,5.640687288,1.581939756,1.223258018,0.714128765,217.3115328
366,0.23612362,5.129310996,0.421245305,0.441705923,1.152208016,303.0535552
367,0.150875278,3.660359271,0.727702863,0.999787703,1.044590972,518.0529437
