id,rho,burst,iota_N1,iota_N2,phi_N1,phi_N2
2590,0.38587795,4.83902981,23.0285241,0.47233842,0.01413834,271.60403
2591,0.16480487,4.60872384,32.3656836,2.39542029,0.06689358,197.519312
2592,0.33967656,6.15255148,17.103197,1.84147901,0.06091441,818.74276
2593,0.34413974,5.49984974,38.4217811,0.85055875,0.01980247,283.072334
2594,0.41564864,4.10688177,6.33018302,0.70209988,0.13037489,233.764802
2595,0.37962514,4.05107364,4.48821762,0.98599226,0.13368729,30.0959739
2596,0.36383577,4.65932353,3.39772197,0.56853267,0.09270873,259.086253
2597,0.17153058,4.60437643,10.1107501,1.67718433,0.17539265,91.0405393
2598,0.40654097,5.82738455,12.8843034,2.07395643,0.11356112,1133.76666
2599,0.38696629,5.50007119,7.47101496,0.92593152,0.14574691,833.659883
2600,0.27307625,3.99242962,25.0988596,0.63391783,0.03012526,206.79875
2601,0.39169377,3.77266932,29.5836616,0.92334029,0.03011576,217.459523
2602,0.3957412,4.89177041,27.1054674,0.461616,0.01170698,137.987998
2603,0.27152748,4.62742046,28.9039965,1.7104551,0.09203536,795.308601
2604,0.37590607,6.0981678,20.5632944,1.84138507,0.02747765,412.637735
2605,0.32598609,5.55600867,34.776595,0.94088088,0.01925832,380.023756
2606,0.23517479,3.97540718,15.2014785,0.75081882,0.03753065,99.0463613
2607,0.30826271,4.02432166,21.563818,0.67598534,0.03047757,1954.98155
2608,0.49959703,4.87261262,19.0388942,0.42230029,0.02182526,2756.50685
2609,0.22406222,4.67986717,93.9520203,2.11992757,0.02059768,971.298747
2610,0.33080805,6.16094002,13.5390822,2.1485322,0.04803534,442.375691
2611,0.30906621,5.73142338,8.7308941,0.97808856,0.0297385,1977.04111
2612,0.16909795,4.08587685,15.3727719,0.78195555,0.0249543,1450.59817
2613,0.37031816,3.99068391,14.6214482,0.78461239,0.06095531,330.910022
2614,0.3162572,4.69417384,17.2910743,0.48242384,0.01128328,815.206445
2615,0.40108491,4.56956211,15.1862057,1.49480919,0.30744101,301.337406
2616,0.43259035,6.17573721,15.3683864,2.13048241,0.08170712,88.0056938
2617,0.3298515,5.59266565,13.980163,1.043231,0.03346794,426.204746
2618,0.31581332,3.96826993,77.8563146,0.91866895,0.01002619,2950.29304
2619,0.22827015,3.85342788,61.6173934,0.83399687,0.00585521,35383.159
2620,0.36015984,4.73500997,41.2354071,0.46284396,0.00525281,2723.78816
2621,0.15097731,4.69131472,136.175901,2.16799291,0.01916333,581.264844
2622,0.31486621,5.92607549,82.8088791,2.09926142,0.01024974,232.282263
2623,0.32308034,5.63935802,28.2068584,0.96057527,0.00942667,473.866296
2624,0.30734794,4.07268203,16.0679932,0.70623195,0.01827527,1074.60815
2625,0.22980048,3.94016503,11.91344,0.92955127,0.03554481,2353.94723
2626,0.36857923,4.76430908,6.83670987,0.49235842,0.04750003,87.0648328
2627,0.14897925,4.5838798,71.5570462,3.04629969,0.04376565,19.0564392
2628,0.41274281,6.08194774,38.3905708,2.05143636,0.0222512,665.338235
2629,0.37382574,5.38198162,22.8114024,0.82284089,0.02361668,11315.99
2630,0.27283265,3.97118351,65.1874058,0.69095456,0.0094289,134.769489
2631,0.24579838,3.90095778,84.7353123,0.85988251,0.00399413,289.891243
2632,0.47957851,4.78522701,62.447828,0.42556614,0.00544979,244.368609
2633,0.19756536,4.63768061,240.67841,2.61355259,0.01127332,246.169223
2634,0.29159755,5.9823731,99.2803355,2.08879167,0.00976259,243.426733
2635,0.25741406,5.55403324,95.9530098,1.16164119,0.00387819,736.7526
2636,0.23024124,3.98601564,27.8448283,0.79659409,0.0174987,1014.66545
2637,0.27766784,3.88546072,30.9868867,0.80859664,0.0160362,630.481411
2638,0.31850797,4.85385853,12.6089312,0.44078271,0.01234864,132.092443
2639,0.18489427,4.45348797,23.3696888,2.42253646,0.10835049,482.359875
2640,0.33787592,6.27169769,64.1102051,1.89343989,0.01229272,1282.06123
2641,0.26717585,5.8155413,50.378986,1.19079128,0.00682296,237.91208
2642,0.28558123,3.95427251,55.9672258,0.82648138,0.01213896,425.976039
2643,0.27521731,3.90157058,56.829109,0.81576294,0.0099341,165.904259
2644,0.39976923,4.66210203,33.061282,0.42027957,0.00894255,166.267676
2645,0.15478159,4.74441161,52.9280194,1.98152974,0.02687054,219.256994
2646,0.41375825,6.09876001,55.7044491,1.92092466,0.01126052,67.076559
2647,0.32649234,5.53079413,37.2260928,0.94905363,0.00766792,359.72985
2648,0.33808887,4.0897372,8.47030312,0.64932662,0.09822024,1734.31998
2649,0.34313639,3.90686265,8.66575671,0.81056052,0.0616035,468.035405
2650,0.33319944,4.77892526,9.94350856,0.44034558,0.02994268,1477.5967
2651,0.25066934,4.52405653,9.59869141,2.22096478,0.37576827,1540.13005
2652,0.43338692,6.07255236,9.63594902,1.90650081,0.13702158,6037.63521
2653,0.39171899,5.56868639,11.6333771,0.86871405,0.04337628,3707.66491
2654,0.28742791,4.05767431,28.9385001,0.87139336,0.01979327,5503.35341
2655,0.27541402,3.93052499,47.993625,0.73812094,0.01432908,1344.15424
2656,0.33635713,4.7521691,20.788889,0.43741406,0.00710655,884.352259
2657,0.28761141,4.82755142,74.4462638,2.51231644,0.04550408,2787.10199
2658,0.58494234,6.16034493,42.7231339,1.78493063,0.02576697,848.004481
2659,0.24483653,5.48672537,27.0669127,1.11801434,0.01224438,4769.02453
2660,0.31211646,4.0439896,3.53262944,0.69201043,0.1309297,166.895998
2661,0.40723495,3.93049721,5.29786827,0.60294613,0.17696528,56.1452753
2662,0.34642422,4.63085756,1.21349656,0.45331283,0.11874881,144.358411
2663,0.17298997,4.55204697,10.9857952,1.73604969,0.2436152,1236.2739
2664,0.34858729,6.08462537,8.05606123,1.92625496,0.09815908,2093.50615
2665,0.34596525,5.47311651,2.76964031,1.22239532,0.17470674,476.064753
2666,0.31114675,3.97052412,14.701316,0.83149417,0.03979965,966.985205
2667,0.44519603,3.979321,17.0892643,0.65152751,0.04549441,397.672171
2668,0.40038947,4.70783906,17.396987,0.49937497,0.01983006,174.942099
2669,0.14522134,4.82280044,20.0151088,2.16478912,0.0959232,169.379272
2670,0.44746677,5.93532187,19.42746,2.1208161,0.07306519,127.06708
2671,0.33503994,5.41604993,17.519239,0.8861848,0.03151806,541.908522
2672,0.33234446,3.89832502,395.400318,0.61660814,0.00257771,462.94567
2673,0.17940125,4.03808916,37.034212,0.74081121,0.00600336,2485.44421
2674,0.34931283,4.78280785,26.2985712,0.39638012,0.01112203,889.782464
2675,0.35279119,4.64484404,186.036775,1.59196421,0.01782627,572.735587
2676,0.38634754,6.18031531,129.473881,1.93717153,0.00714214,3516.51583
2677,0.25166445,5.34256144,55.1273078,1.49654757,0.00881035,1169.00595
2678,0.29403101,4.05675118,18.6199016,0.96044348,0.03336427,186.399424
2679,0.31655026,3.78892286,23.2510767,0.83705702,0.0368506,165.865799
2680,0.34018247,4.93784908,7.09098582,0.5102735,0.03484596,5125.25721
2681,0.26739197,4.65580064,91.8760216,1.9183456,0.02939135,2126.10009
2682,0.36876441,6.11927599,29.1400093,2.01101917,0.03506273,185.006239
2683,0.21699063,5.38803017,18.4125005,1.27026464,0.03167836,31753.5359
2684,0.21939605,4.05581648,14.4069791,1.0641828,0.04621893,1133.43477
2685,0.25469934,3.99014535,6.26033792,0.77447313,0.06164885,389.126175
2686,0.37587241,4.66979594,3.99924719,0.52632902,0.08658817,401.595039
2687,0.17394639,4.6629163,22.1796377,1.83255838,0.07287577,1404.36905
2688,0.34920249,6.24866719,11.955517,1.78731704,0.05534535,931.184672
2689,0.28519342,5.55645393,9.26344571,1.11354434,0.05736154,296.195825
2690,0.21227679,3.95409266,20.0867856,0.748389,0.03214239,3898.74878
2691,0.3876011,3.87136829,22.512999,0.83130252,0.03388335,154.779376
2692,0.37311883,4.77674918,6.28126913,0.4592141,0.03176085,830.345074
2693,0.28893736,4.66209781,61.3408544,2.09095721,0.04352253,114.816942
2694,0.34432378,5.7659214,36.8265261,2.56827765,0.03580575,78.1285423
2695,0.32872197,5.29957706,21.4835279,1.29984389,0.04278953,487.383551
2696,0.16359922,4.1228477,34.2476191,0.84965463,0.00898985,279.211158
2697,0.17655001,3.73753732,47.6780302,0.8669132,0.00732119,957.194284
2698,0.36089824,4.7570201,30.555171,0.44585251,0.00667577,245.368222
2699,0.29088157,4.46287916,61.7569054,1.66716952,0.06672476,176.758861
2700,0.37875178,6.00052683,27.4674884,1.97192338,0.03123349,274.012437
2701,0.31007775,5.58906474,45.5258697,1.20108128,0.02078974,83.6793823
2702,0.37414214,4.02314281,18.1835556,0.64672839,0.04171394,256.976977
2703,0.29994784,3.90304738,22.5947931,0.87950462,0.02206686,321.252365
2704,0.38361149,4.81134323,21.729908,0.53216299,0.01434546,241.492833
2705,0.15187847,4.53081843,47.446332,2.17254686,0.04889874,199.833274
2706,0.32148296,6.01601983,48.4332041,1.77299561,0.01319767,215.039505
2707,0.30551586,5.5657859,45.4563392,1.18382366,0.00870571,166.462341
2708,0.32576719,4.1328519,7.24598448,0.76864184,0.06334153,491.581487
2709,0.37780471,3.99787921,11.7380529,0.84720685,0.05764927,547.8423
2710,0.36158557,4.69980859,3.89661983,0.46507544,0.06089068,458.361616
2711,0.19390787,4.62878276,21.6376725,1.90868136,0.08845197,65.9738333
2712,0.42893332,6.15512583,12.9821322,2.10901746,0.08381077,167.858247
2713,0.31554189,5.43161832,7.40578433,1.11156522,0.06285443,280.261873
2714,0.28853758,3.99201397,6.40314303,0.77948601,0.066726,5100.50697
2715,0.33801795,3.79758205,20.3506185,0.74569872,0.06534507,17632.0556
2716,0.34827614,4.79223606,3.89441572,0.54552573,0.07127418,833.420295
2717,0.19388332,4.78043348,17.8772161,1.60656298,0.06398301,629.272337
2718,0.47675403,5.74382348,11.7487664,2.20168354,0.09496337,1057.2938
2719,0.3184909,5.54609582,13.0750054,0.97316638,0.06305705,8594.48181
2720,0.23424909,4.11824588,2.41019975,0.74171028,0.07038351,5371.80287
2721,0.26327068,3.99364785,8.96844619,0.70529446,0.02298766,3779.5888
2722,0.36820599,4.61493389,0.99873676,0.48487168,0.29853195,6317.24027
2723,0.1971405,4.69984834,24.4410743,2.43076524,0.0944141,1120.93591
2724,0.43716546,6.02719348,21.8512651,2.37603724,0.08314955,448.036195
2725,0.28296416,5.53265014,11.4042016,0.86554522,0.04251436,4019.29837
2726,0.27024433,3.89452464,9.09761845,0.98671733,0.10329429,1384.83704
2727,0.32053052,4.03349829,15.299295,0.79601104,0.02703605,5301.23468
2728,0.32171394,4.77736618,18.9177672,0.45921797,0.01114307,36.9302408
2729,0.19494749,4.69374837,14.3079475,2.23194338,0.11740759,173.622205
2730,0.34483788,6.05177484,12.743144,1.83125726,0.05596442,17721.4196
2731,0.31518093,5.74332739,39.6189345,1.03591461,0.01568445,8547.11538
2732,0.25180979,4.14133095,11.9031959,0.78006176,0.03387372,276.919146
2733,0.21095029,3.85167402,14.7533699,0.82470473,0.03554176,93.3163111
2734,0.48306087,4.67122489,12.5822397,0.46508961,0.04557997,136.634734
2735,0.22531494,4.54413027,18.064608,2.11433713,0.15291722,63.297405
2736,0.30672167,6.01356101,20.4709477,1.91032074,0.0431704,303.031268
2737,0.31253276,5.63641107,16.5086821,0.99426476,0.03378509,340.588933
2738,0.29607746,4.02819276,129.675279,0.73291597,0.00827414,97.6284582
2739,0.32034924,3.89149146,36.2980392,0.8540653,0.01934539,74.9524226
2740,0.38319598,4.72289163,83.4574345,0.37496344,0.00187124,290.795827
2741,0.19778747,4.65578685,47.1645845,2.36161341,0.05174482,137.75063
2742,0.37194816,6.08501592,84.8713463,2.22645757,0.01499141,82.5765039
2743,0.37369068,5.55600664,200.35561,0.955431,0.00214515,115.549936
2744,0.27284037,4.02817725,7.14894945,0.79794263,0.0801825,379.563208
2745,0.18989578,3.85197253,22.1673853,0.85649528,0.01567655,204.233369
2746,0.39306107,4.70736647,7.51985342,0.57936294,0.05423233,173.919485
2747,0.18936836,4.65436225,15.2426017,1.95860818,0.15707509,928.393629
2748,0.5031116,6.04666952,5.11895464,1.99658451,0.26125654,2503.3172
2749,0.30365013,5.5241308,8.1710167,1.11446617,0.11268455,1198.91309
2750,0.30910431,3.9306659,18.702709,0.69974019,0.03746259,4062.56484
2751,0.23413506,3.89316946,9.30125829,1.10387674,0.04497225,10237.139
2752,0.36287626,4.66993129,7.25721787,0.44070076,0.02429063,3382.41136
2753,0.21987663,4.518756,19.4984677,2.1627531,0.14963521,8890.49452
2754,0.51335336,6.03461892,41.8557252,1.86408295,0.04825012,24957.0395
2755,0.24855214,5.58977786,13.3264051,1.07977453,0.04983886,6467.61797
2756,0.3237163,3.97323966,14.3491266,0.81909984,0.06860656,8243.8918
2757,0.269514,3.83538263,6.89345063,0.78194535,0.07267826,9353.80548
2758,0.34732858,4.87996132,3.4514388,0.54117664,0.08582998,387.813732
2759,0.16887449,4.63093842,36.9900654,2.20800746,0.05793052,136.904772
2760,0.37584093,5.98536786,7.96012905,1.49825334,0.07779006,1119.77146
2761,0.27242574,5.39641844,11.6976996,1.27833018,0.0715772,413.642781
2762,0.28229004,3.93333116,56.2064477,0.73068426,0.01157436,22.3655272
2763,0.26598822,3.96974069,50.638874,0.93474062,0.00573574,130.097432
2764,0.36477741,4.64816807,69.7505055,0.47712837,0.00656681,15.5643567
2765,0.30277155,4.85767924,230.788894,2.05680041,0.00995303,60.2022812
2766,0.46362836,6.19676853,173.486458,1.79647218,0.00606913,1303.09639
2767,0.35902515,5.4384089,113.650084,1.17533919,0.00684471,1799.32309
2768,0.26844292,4.04980791,17.1165412,0.712959,0.02550734,28.8737429
2769,0.27381892,3.91134387,42.3983709,0.72996053,0.00826663,844.341435
2770,0.32222122,4.80362593,3.95554425,0.57491877,0.05658978,35.1889342
2771,0.23991938,4.67481343,58.606337,1.96650265,0.04621653,3062.03629
2772,0.44303652,6.20805282,30.0633151,1.7834738,0.03949523,504.056862
2773,0.36881848,5.62511552,36.9839652,1.13094017,0.0122728,225.658772
2774,0.30610472,4.0603231,6.24311134,0.81599459,0.16472191,1240.15209
2775,0.34920108,3.99843451,4.18525005,0.71471954,0.08153105,419.951227
2776,0.41095923,4.72782759,3.84703682,0.51999066,0.11430338,251.84392
2777,0.2506953,4.86982693,16.3564901,2.0295312,0.16250041,450.172034
2778,0.41466407,6.08211488,10.0435033,2.0285082,0.12417194,177.761225
2779,0.28968153,5.51369974,5.04169805,1.41108556,0.12271474,502.439436
2780,0.31134462,4.02999949,67.9320028,0.73821169,0.01099793,121.874812
2781,0.2123349,3.93870535,68.2501829,0.95433141,0.00518715,115.330017
2782,0.38739228,4.72553325,54.7080246,0.46377622,0.00555136,535.380081
2783,0.18964618,4.63977743,124.477256,1.79404432,0.01767267,550.700141
2784,0.30923332,5.98051997,59.912503,2.12069186,0.01618217,1639.75485
2785,0.40820038,5.66740821,169.804198,1.02855363,0.00596973,342.459087
2786,0.32486777,3.82540442,153.786173,0.77260241,0.00345713,1142.74412
2787,0.35527892,4.0924341,105.896723,0.79961247,0.00475138,301.347144
2788,0.40255277,4.76622668,143.801613,0.62354847,0.00272697,591.969348
2789,0.17170714,4.57870954,476.550504,2.19119892,0.00327925,1919.57623
2790,0.29351791,5.98921482,362.089549,1.92046245,0.00327177,532.108652
2791,0.2889239,5.58163383,98.9907551,1.21526327,0.00444312,1122.11851
2792,0.36119446,4.06302872,4.98793796,0.63558551,0.12344433,1348.31249
2793,0.34797035,3.99185023,3.2416032,0.84264886,0.12100177,696.289676
2794,0.43656532,4.83776205,1.713307,0.41396215,0.11229046,560.488578
2795,0.20498244,4.74142064,16.1054513,2.08861944,0.12899655,4580.59948
2796,0.41402114,5.92048757,15.8263793,2.69246205,0.1128016,5065.5488
2797,0.34671833,5.48837839,4.44406293,1.10447957,0.12460879,2938.31312
2798,0.31111711,4.07197481,10.7212145,0.83309168,0.06546863,111.479529
2799,0.29403729,3.91248123,9.96106889,0.92710674,0.04496888,872.326362
2800,0.32146851,4.69908219,4.6302802,0.5137824,0.04673329,240.000164
2801,0.20947556,4.63091142,27.8470859,2.48931857,0.08301747,3528.77873
2802,0.33893569,6.10471739,15.1136263,2.02902217,0.04443101,479.255336
2803,0.27385648,5.51278022,14.5923269,1.05084975,0.0355113,588.548836
2804,0.35656351,4.02321203,16.4475619,0.7229281,0.04685801,561.52208
2805,0.38607965,3.83022759,10.396868,0.69553291,0.0576814,765.152277
2806,0.40720856,4.75335703,9.90644386,0.35089526,0.03810758,854.439678
2807,0.20736479,4.76902791,85.371556,1.93863327,0.01749669,1330.71274
2808,0.58099009,6.08602411,24.5683576,1.86853864,0.07769019,6571.06483
2809,0.31470152,5.57068519,7.59341694,1.00647153,0.06578163,1747.51448
2810,0.27722766,4.19306905,13.0794978,0.87032877,0.02234929,569.973614
2811,0.49065463,3.8302409,15.9111674,0.64983716,0.06437535,941.748816
2812,0.41149272,4.69937021,15.6834497,0.39771984,0.02715711,1107.65261
2813,0.16491897,4.66156731,13.4634503,2.18037721,0.14109431,9532.95349
2814,0.39183865,6.10934605,17.3757969,1.95798554,0.06602793,606.319226
2815,0.35382912,5.45556861,14.8618778,0.8857361,0.03544924,352.916921
2816,0.20966671,4.01555867,6.73300288,0.70893782,0.07867613,685.992652
2817,0.29930644,3.95818741,5.03889709,0.96975884,0.05647938,48.2379927
2818,0.41942892,4.83957074,15.2493197,0.51534521,0.03834174,236.189748
2819,0.18773104,4.64646386,25.0973554,3.0160089,0.116011,17.0129919
2820,0.47210666,6.11970504,24.6145623,2.22273727,0.04671962,149.279922
2821,0.31383714,5.39553731,29.0097478,1.40040202,0.02017776,190.49012
2822,0.37900561,4.04840462,7.54780264,0.85007555,0.1055676,869.063075
2823,0.3071165,4.0408977,25.6591732,0.80961918,0.01911206,235.478892
2824,0.39224626,4.72522239,12.1217702,0.47551244,0.03062687,297.929524
2825,0.35213136,4.5977318,39.5626412,1.53865269,0.13049419,272.135278
2826,0.38626529,6.24205066,58.8386574,2.00842365,0.01587519,469.172577
2827,0.29664974,5.56902885,9.32925131,1.13040504,0.07215571,1658.35965
2828,0.37578325,3.94642279,25.5170662,0.8063359,0.04043275,2808.99182
2829,0.305105,3.93424515,64.3089012,0.77995539,0.00777489,263.277521
2830,0.41279011,4.79673903,18.9358227,0.4219548,0.01870616,401.199687
2831,0.26805106,4.58842228,53.0185453,1.73872383,0.0602755,212.727635
2832,0.2924284,6.02332666,31.3217012,2.06947417,0.02885407,773.61459
2833,0.29487946,5.42009257,32.6373796,1.13149588,0.01147756,308.627497
2834,0.34585688,4.1321014,7.15159229,0.70954503,0.08615948,311.436
2835,0.39749855,3.98741266,5.6001137,1.05614097,0.18529715,369.700967
2836,0.38420932,4.66490099,4.86793891,0.48827479,0.09844234,278.44274
2837,0.31716569,4.62420237,22.9335306,1.62454881,0.12076392,475.864091
2838,0.33107285,6.0539976,12.7880357,2.434991,0.10188306,788.682503
2839,0.40043391,5.57199282,12.7031573,0.95492128,0.06876624,566.073775
2840,0.19692774,4.01150883,16.9923537,1.14215471,0.03758061,106.201472
2841,0.36423466,3.86331957,11.5628556,0.70123349,0.0507932,123.882508
2842,0.40468466,4.69508675,12.0794018,0.50602971,0.03426571,105.916602
2843,0.1528738,4.64139707,63.8623334,1.82241657,0.02845665,497.685178
2844,0.31573835,6.26756716,15.139193,1.92462829,0.0416308,157.045292
2845,0.24139807,5.46024714,12.0288801,1.22700164,0.04059427,92.4926396
2846,0.30730279,4.03305521,10.5200563,0.69460602,0.06995167,1324.47123
2847,0.31534278,3.94825498,12.326276,0.68010336,0.0261753,248.957887
2848,0.35785377,4.60304944,9.69891463,0.54960015,0.06029669,732.623285
2849,0.32046224,4.58998634,27.9717762,2.46674775,0.09282043,698.750822
2850,0.35187893,6.26990737,8.7896499,1.85247791,0.08299333,933.601906
2851,0.29986744,5.56930832,13.0910783,0.92812038,0.03019268,736.504774
2852,0.30772221,3.91678458,10.897018,0.92215719,0.11132868,667.585202
2853,0.38750036,3.82748978,6.8287835,0.77078573,0.11594747,234.998192
2854,0.37877593,4.87807784,5.79897953,0.44901858,0.06101472,275.495771
2855,0.20347004,4.44105826,12.5129812,2.67335528,0.20589307,1225.53194
2856,0.44658628,6.48192298,10.1325091,1.75320412,0.07723887,400.957447
2857,0.36659205,5.38802354,9.51584742,1.12114774,0.06676866,264.006608
2858,0.33542963,3.92173653,9.04102688,0.79375093,0.07592252,879.275303
2859,0.31783919,4.01069224,7.05466871,0.80960734,0.07467018,1197.42051
2860,0.41564952,4.71706853,7.15976354,0.4605024,0.04522691,1761.44675
2861,0.23109532,4.56619215,22.3058666,2.08813543,0.10234246,361.868082
2862,0.31266467,6.06817978,14.1124815,2.17406442,0.07630094,1545.224
2863,0.29179663,5.64138931,5.4246918,0.99988561,0.06606933,425.474979
2864,0.28170345,3.97091424,6.63468392,0.81069528,0.10784818,60.2212683
2865,0.32674,4.00659358,7.95054666,0.76134664,0.08724799,71.409329
2866,0.32295702,4.80449004,7.12532876,0.4988814,0.04152768,491.251943
2867,0.24220514,4.50947907,28.2071694,1.82983697,0.11815946,383.062052
2868,0.41922787,6.09525359,10.6344516,2.65949577,0.11195034,40.3776218
2869,0.32262677,5.73160002,8.43281538,0.97065169,0.0758403,56.7051063
2870,0.27820413,4.09444398,28.2108893,0.79438308,0.01785216,584.034004
2871,0.26484806,3.9757881,17.7214905,0.82913882,0.01951905,4174.14631
2872,0.41292274,4.80256706,28.2155644,0.42631501,0.00754296,2844.94302
2873,0.20930219,4.62481984,46.330564,2.45747844,0.06674823,8414.47396
2874,0.48773673,6.0979852,76.9336197,1.92659956,0.02210157,1272.56878
2875,0.45896051,5.64622265,48.9363311,0.79446376,0.0082669,1365.74541
2876,0.31700042,4.17760257,44.4841056,0.84930319,0.01851377,227.842269
2877,0.26785461,3.85281576,91.1770103,0.94035078,0.00724938,29.3791036
2878,0.42944592,4.81704575,56.8017632,0.43367619,0.00593042,2927.17328
2879,0.30692003,4.7562104,106.275773,1.86619674,0.02780083,183.830482
2880,0.29266274,5.87324065,61.8437326,2.02491354,0.01326126,384.834428
2881,0.30844119,5.422272,58.1202223,1.10541687,0.01296792,1076.55525
2882,0.24170052,4.08349065,11.8875887,0.75609051,0.02205401,434.921083
2883,0.34714066,3.83191809,12.5932353,0.56344012,0.04326132,311.455183
2884,0.33086071,4.76837381,12.0081885,0.48127889,0.03043492,129.839675
2885,0.14812965,4.63782174,11.1047277,1.99459425,0.13005113,525.886689
2886,0.3197641,5.90095741,13.9992796,2.34117589,0.0565191,141.573747
2887,0.41090382,5.57598493,13.5267172,1.03976073,0.03876731,282.987304
2888,0.27062692,3.9345944,482.761758,0.90050207,0.0018524,17276.1874
2889,0.29606167,3.92811604,453.19238,0.854923,0.00092038,7735.21687
2890,0.39793283,4.89528218,420.91821,0.43006674,0.00085231,14152.4396
2891,0.11862086,4.56221591,561.366958,2.17175092,0.00272259,4354.49187
2892,0.33096741,5.83777729,431.841117,2.05779661,0.00216602,49671.0564
2893,0.32051122,5.51039518,315.263703,1.13447432,0.00186519,12490.9139
2894,0.28661886,4.18380872,2.77750127,0.77861716,0.20424346,16552.7897
2895,0.2214828,3.9811204,2.04459301,0.85351096,0.16622083,1628.42037
2896,0.50593621,4.7168416,2.20902236,0.35858534,0.16258921,656.126277
2897,0.18235302,4.54668915,17.2671525,2.14885255,0.14491211,7745.88085
2898,0.35294627,6.06107567,2.9083788,2.07217511,0.22366016,6199.31788
2899,0.34453925,5.62688541,2.65006798,0.98996102,0.17334713,5729.5619
2900,0.32327045,3.8757288,21.724451,0.63893622,0.03979231,378.761182
2901,0.35627475,3.87105499,28.1139524,0.71167743,0.02354601,1162.13154
2902,0.4379362,4.88802196,18.8605197,0.44660958,0.0139265,2008.65416
2903,0.18624894,4.80077441,40.3840153,2.09497559,0.03984588,166.688178
2904,0.37103288,6.15377012,25.9743073,2.14843691,0.03272897,647.854017
2905,0.31483634,5.54777544,17.3211299,1.07846362,0.03388094,474.035833
2906,0.38631149,3.9231736,23.3061706,0.72451515,0.03501641,3045.3714
2907,0.24475331,3.95427099,16.9571642,0.73087596,0.01440369,896.354862
2908,0.51201255,4.86517056,27.0465703,0.48543403,0.02093678,482.953564
2909,0.22131562,4.59421943,47.5974101,2.29497127,0.07652732,1196.2693
2910,0.30422016,6.06450588,22.9352539,1.95293027,0.03525029,1036.09593
2911,0.32975453,5.52050952,54.340032,1.19736765,0.01185671,1309.8464
2912,0.28934425,3.91224404,8.86055622,0.6514854,0.06679057,489.053236
2913,0.36627781,3.8760318,17.131046,0.88729609,0.04336024,230.084837
2914,0.37050276,4.75008825,6.19866329,0.46125572,0.05344859,165.232062
2915,0.23805773,4.58116062,40.664297,2.58775718,0.06607109,1810.56566
2916,0.41362213,5.90350124,21.2965989,2.19887731,0.05086171,308.094599
2917,0.31053721,5.54666813,27.1689357,1.17095475,0.04435276,1997.35308
2918,0.34598967,4.03342404,46.7280004,0.78284667,0.02900245,414.259689
2919,0.38390993,3.98222436,26.5879531,0.70140893,0.01666561,461.092377
2920,0.32508414,4.66080263,34.0927034,0.56380333,0.00836582,175.939898
2921,0.27215695,4.53597584,83.0785993,2.11794201,0.03648165,266.319403
2922,0.47714739,6.09848417,62.5104554,1.98618391,0.02402701,611.064379
2923,0.29294404,5.51537506,27.713329,1.15927129,0.02166883,219.245669
2924,0.22457901,4.09262745,30.0526249,0.9155679,0.00816562,194.877931
2925,0.38647971,4.00281252,32.2458161,0.68780031,0.01758234,360.343606
2926,0.30809472,4.81212016,19.1160479,0.48479338,0.00806127,507.815298
2927,0.20843483,4.5832759,21.8134349,2.26329518,0.09138078,224.537808
2928,0.34245124,5.93809998,32.9005647,1.90745275,0.02814696,381.097244
2929,0.29658539,5.61296747,28.9114667,1.04757788,0.01423749,605.543739
2930,0.41927525,3.96618893,11.0642587,0.70894966,0.09420614,606.925527
2931,0.28232414,3.7978526,16.1898033,0.76798308,0.04384513,413.741654
2932,0.4203255,4.82396718,23.4368696,0.54582849,0.01111079,271.753161
2933,0.25140173,4.55047418,11.9801747,1.98311308,0.18888233,1353.14531
2934,0.39313781,6.02872545,8.18929942,2.06394137,0.1506172,1691.32513
2935,0.28844435,5.40397282,23.468986,1.11674538,0.01834053,242.761758
2936,0.24999255,3.99585563,18.4008729,0.92358563,0.03417371,3902.57019
2937,0.20066919,3.87679432,17.0058817,1.02861262,0.02825296,6246.89884
2938,0.411543,4.73910615,27.1292415,0.40466256,0.01088503,8833.85057
2939,0.1113376,4.56211388,22.2275835,2.28129399,0.09817078,13440.7804
2940,0.53180765,6.21359831,28.6520821,1.58918539,0.01832266,1467.21335
2941,0.32822437,5.49327685,32.8842948,1.00846379,0.01149898,4319.56392
2942,0.25724254,3.99577102,4.79475061,0.7390645,0.13476385,3173.45223
2943,0.33590655,3.99179635,7.43867199,0.76749271,0.0488278,483.555371
2944,0.39123704,4.81822638,7.52628116,0.44636237,0.03904985,1830.67619
2945,0.20443299,4.6369418,25.1694654,2.12156352,0.10394324,4057.83564
2946,0.45169358,6.14231586,15.0717698,1.76712094,0.07047589,2323.67908
2947,0.47891061,5.57681334,12.6585345,0.92001838,0.07445068,2876.81482
2948,0.22837976,3.99518141,7.06767839,0.80685099,0.09705662,174.146096
2949,0.30246856,4.11357957,8.90405816,0.86321856,0.05829432,417.557498
2950,0.38557725,4.8313638,7.21453985,0.42591601,0.03806125,230.22562
2951,0.19150967,4.57057922,11.3598179,2.03859311,0.15543456,364.63518
2952,0.47568628,6.13671786,12.1253752,1.91591801,0.09861369,350.476396
2953,0.24411097,5.50594395,8.06850382,1.02255152,0.09063147,316.484739
2954,0.2087143,3.93851227,25.650988,0.68405129,0.01882212,169.616096
