"","max_fitness"
"1",9.66486974059099
"2",9.37492527268202
"3",9.83542563489972
"4",9.25372416074521
"5",9.46891540578677
"6",8.86420129853718
"7",9.44167680665205
"8",9.76092959816484
"9",9.86963251329992
"10",9.51314550179941
"11",9.69691689305147
"12",9.46577079145342
"13",9.60231351788148
"14",9.15842247614252
"15",9.84229046170726
"16",9.68950121015571
"17",9.41716556010662
"18",9.36542725154793
"19",9.52481991817536
"20",9.6871704489521
"21",9.39302096545188
"22",9.36661314838918
"23",9.59548623868992
"24",9.47174621901482
"25",9.48367130802278
"26",9.73154218139255
"27",9.70655975678098
"28",9.37012168071199
"29",9.74968366250119
"30",9.86212304252128
"31",9.26448366668822
"32",9.08938061412523
"33",9.68594441119499
"34",7.97078157812834
"35",9.64677416449725
"36",9.50648583503691
"37",8.95081433709954
"38",9.65614563485552
"39",9.61490379958031
"40",9.82719526136202
"41",9.89112618375525
"42",9.51750534669302
"43",9.48012170536695
"44",9.3445414879759
"45",9.44861349402541
"46",9.6005799216688
"47",9.52743307246828
"48",9.74299558102472
"49",9.72651520778023
"50",9.35800225452396
"51",9.71308145381961
"52",9.4519513103981
"53",8.86771946100055
"54",9.45425584116853
"55",9.57977771795095
"56",9.65202253274171
"57",9.51295277355133
"58",9.53852772597472
"59",9.4612136224025
"60",9.50508013929774
"61",9.67355518515326
"62",9.37986571007615
"63",9.19037142760306
"64",8.87979138714923
"65",9.84449037731606
"66",9.60841367889249
"67",9.8922590640933
"68",9.60579964863382
"69",9.63885475401397
"70",9.17253621043931
"71",9.30651081896995
"72",9.48664727948171
"73",9.51295504461964
"74",9.69476902135267
"75",9.7744611347303
"76",9.55304555931104
"77",9.64055070653322
"78",9.52430995828407
"79",9.72830763948728
"80",9.7249791953754
"81",9.65848222806251
"82",9.79001809655171
"83",9.54805407659897
"84",8.4507262338382
"85",9.11627088055081
"86",8.97556554901749
"87",9.47322667036511
"88",9.82170898622323
"89",9.70767982167815
"90",9.36314268139437
"91",9.42772290455086
"92",9.37141169186721
"93",9.35452818572075
"94",9.57923658217022
"95",8.30977331958091
"96",9.11799322014794
"97",9.40506172033596
"98",9.76529579799868
"99",9.23831062801782
"100",9.92479256581607
"101",9.23571242656223
"102",9.53063174656833
"103",7.40433093132064
"104",9.86939819011094
"105",9.74025921882235
"106",8.26217644860735
"107",9.56449784316183
"108",9.66357019063048
"109",9.5410279064616
"110",9.56351762801486
"111",9.06001471314195
"112",9.85722113196619
"113",9.18929076855
"114",9.55527465967793
"115",8.65722448417367
"116",9.40078928218797
"117",9.76683568936598
"118",9.44107582799546
"119",9.28310229837619
"120",9.70763492676643
"121",9.57114877404509
"122",9.70050837005859
"123",9.79525890922901
"124",9.8890836442095
"125",9.30250878170518
"126",9.33514690633021
"127",8.15352138545122
"128",8.89937541216987
"129",9.79552489271297
"130",9.16686029803858
"131",8.86039258626426
"132",9.60951385416255
"133",9.49538484848856
"134",9.65473922688808
"135",9.81436502853247
"136",9.56720585103785
"137",9.43146464407744
"138",9.27462907873633
"139",9.68933960357734
"140",9.84973972493695
"141",9.683169061168
"142",9.64590896165137
"143",9.76671747719087
"144",9.32891599702522
"145",9.52068839055628
"146",9.60775849049141
"147",9.32491857407266
"148",9.81751681542277
"149",9.78463661752133
"150",9.46375979917859
"151",9.79824853401643
"152",9.78650122711604
"153",9.1583249775671
"154",9.50248178659891
"155",9.67282809518953
"156",8.80572799592396
"157",9.20497161222846
"158",9.76073945007226
"159",9.24258507706917
"160",9.40884094203099
"161",9.81846096893548
"162",9.70803417689854
"163",9.85863825776825
"164",9.21441762022006
"165",9.53276232560738
"166",8.9992725387634
"167",9.89621984252206
"168",8.84828526446758
"169",9.32952042237514
"170",9.7360607088766
"171",9.64587380414768
"172",9.75130309264393
"173",9.56706334267596
"174",9.76479900208883
"175",9.73114248289052
"176",9.07301539516636
"177",9.66185720647229
"178",9.29903207964785
"179",9.2957597646915
"180",9.63050025556304
"181",9.7815702704579
"182",8.19324623496687
"183",9.61856984735019
"184",9.5963197726957
"185",9.57171889717878
"186",9.50914746423554
"187",9.67375299022304
"188",9.30987767308305
"189",9.62362116567265
"190",9.41042676956545
"191",9.45695614745531
"192",9.53816480564974
"193",9.59903731897067
"194",9.33730816708365
"195",9.53917101104259
"196",9.44162738856349
"197",9.03571059366005
"198",8.61279560734438
"199",9.0472292789883
"200",9.78454959754845
"201",9.46456018023075
"202",8.12323022994961
"203",9.34695995061361
"204",9.52582213586531
"205",8.97028187129501
"206",9.36444627694986
"207",9.74539069762778
"208",9.53631366241098
"209",9.51486386224857
"210",9.79906183061672
"211",9.13919980325106
"212",9.72731300160802
"213",9.70295707100455
"214",9.43104718677421
"215",9.20740737762211
"216",9.62797265847134
"217",9.79316870867306
"218",9.69677588456383
"219",8.73361324751799
"220",9.29726133284919
"221",9.69573285080945
"222",9.67894587530987
"223",9.27345875283693
"224",9.63219151627322
"225",9.86552455367394
"226",9.60810487718929
"227",8.96387790129126
"228",9.78402345868977
"229",9.67712042431965
"230",8.39481507224074
"231",9.70680245220242
"232",9.85733449913786
"233",9.30622501768807
"234",9.58177923705141
"235",9.3663755527512
"236",9.43235414286648
"237",9.82308715576202
"238",9.13780752654724
"239",9.69935407546948
"240",9.56932750460838
"241",9.41090812786313
"242",9.94112003197867
"243",9.64605917148398
"244",9.75022871034673
"245",9.59666294019322
"246",9.77192846436568
"247",9.65955837226841
"248",9.29274748904245
"249",9.09142656178559
"250",8.61494785859549
"251",9.81209326099894
"252",9.74188651856979
"253",9.21044676883299
"254",9.39468839320453
"255",9.67434544766856
"256",9.46598141794493
"257",9.33153659191173
"258",9.70551151635601
"259",9.47734309070954
"260",9.1201408478668
"261",9.11263837643741
"262",9.00464848173406
"263",9.85858109814598
"264",9.47872237352961
"265",9.0980573608942
"266",9.37004740372399
"267",9.6154071724387
"268",9.07764082427892
"269",9.4114474325952
"270",9.59892316518245
"271",9.29949095695483
"272",9.49827016369237
"273",9.73642516588836
"274",9.75343057853422
"275",9.07052359578938
"276",9.63917270565148
"277",9.92222763898622
"278",8.66999801022604
"279",9.60187245523375
"280",9.164266391317
"281",9.37602899485944
"282",9.45629752587154
"283",9.41993374410374
"284",9.80618650569148
"285",9.63868023513091
"286",9.14230418347375
"287",9.72182494339608
"288",9.32200408828645
"289",9.81818960735036
"290",9.25833601925856
"291",9.46941504988328
"292",8.71196765094489
"293",9.77649288581076
"294",9.26454620486424
"295",9.50051626129477
"296",9.38115595306793
"297",9.77964434346503
"298",9.09848339799815
"299",9.48048608803928
"300",9.46545848586495
"301",9.77058518224343
"302",9.63519186116172
"303",9.63871903121945
"304",9.80965296849265
"305",9.71501329464733
"306",9.32892670741065
"307",9.72945114940695
"308",9.04063096373146
"309",9.57929085944822
"310",9.36445529357201
"311",9.54978229789378
"312",9.63121443799478
"313",9.28983123045906
"314",9.6593898169494
"315",9.31872081648975
"316",9.27296082288831
"317",9.40538101800059
"318",9.4686970038028
"319",9.3019855591707
"320",8.92411176904995
"321",9.36169815165591
"322",9.8649483856244
"323",9.91414942384937
"324",9.49424555853649
"325",9.70315587283201
"326",9.75253245408931
"327",9.73522519459724
"328",9.64536679794074
"329",9.32297549366054
"330",9.47660810317391
"331",9.49965950954086
"332",7.86962265571575
"333",9.30057826424983
"334",9.31554061950621
"335",9.32316997286297
"336",9.53025019556297
"337",9.86059729212042
"338",9.02823168188789
"339",8.88631895500877
"340",9.82176879592072
"341",9.75560601685791
"342",9.62410763625508
"343",9.66015072546878
"344",9.62675310779834
"345",9.63948227882267
"346",8.94249223335413
"347",9.13926641482908
"348",9.48937098042179
"349",9.3551295861501
"350",9.06214015847587
"351",9.38731707066255
"352",9.55664985078968
"353",9.1693795484509
"354",9.68051505634933
"355",9.49197633847629
"356",9.12784059418888
"357",9.63098082521102
"358",9.64460827505532
"359",9.79762268457714
"360",9.08308311801702
"361",9.50178298913689
"362",9.71211169666666
"363",9.59528330251168
"364",9.10043161934482
"365",9.15742711628378
"366",9.30089750714933
"367",8.32902914037103
"368",9.69307723779417
"369",9.7061676875314
"370",9.39487236868962
"371",9.40071965749028
"372",9.53804917148103
"373",9.4623338484268
"374",9.20620316937238
"375",8.54142879770721
"376",9.93569074729579
"377",9.8040699733859
"378",9.64022061572839
"379",9.5690927303368
"380",8.98683099444532
"381",9.54815984535237
"382",9.67965769217494
"383",9.62479198834541
"384",9.77883281560953
"385",8.07381358969599
"386",9.75622085888032
"387",9.79767920811425
"388",9.66615129342441
"389",9.3228519924055
"390",9.66481097727584
"391",9.77198719149562
"392",8.83338916117297
"393",9.81267327519523
"394",9.79701189934921
"395",9.77590416296199
"396",9.8194097703483
"397",9.12293191841274
"398",9.49709326562098
"399",9.59478177909156
"400",9.65147988078914
"401",9.30866376339121
"402",9.46301884136517
"403",9.87291519294998
"404",9.15035820641984
"405",8.67507631721718
"406",9.71742971350619
"407",9.2439528601247
"408",9.23397328141713
"409",9.6222448798996
"410",9.61558308352726
"411",9.40434652259996
"412",9.50755140854245
"413",9.71981804709401
"414",9.49177402556638
"415",9.69683210788518
"416",9.73789680589359
"417",9.5519540108123
"418",9.75594891093199
"419",9.61989850229613
"420",9.50265171152573
"421",8.691650277106
"422",9.22389052619999
"423",9.63531964650486
"424",9.21670678001546
"425",9.31097382994396
"426",9.67872898976404
"427",9.76775016986143
"428",9.38397338803007
"429",9.23958732392033
"430",9.51020643140074
"431",9.27376972318982
"432",9.78726289527907
"433",7.96466990432857
"434",9.644000918972
"435",9.52963420318086
"436",9.56954726019562
"437",8.85502668728533
"438",8.90444341099288
"439",9.49533627907552
"440",9.77557565154361
"441",8.96979391357656
"442",9.07246624538806
"443",9.78835819627169
"444",9.65682749375263
"445",8.82206664469425
"446",9.51172323155509
"447",9.42124201870579
"448",9.38793863859548
"449",9.23479819246506
"450",9.78161361831641
"451",9.29378208469045
"452",8.44420157734694
"453",7.47368939908
"454",8.93370172016447
"455",9.7928802255197
"456",9.69253587247819
"457",9.30248911504842
"458",9.58919464547203
"459",9.73985466385115
"460",9.95618378179775
"461",9.65120040715776
"462",9.34973014854029
"463",9.83414996363502
"464",9.83737083140133
"465",9.64908383471875
"466",9.74667886876877
"467",9.2594909593243
"468",8.58825096858727
"469",9.39122595696077
"470",9.71793598207718
"471",9.34480137226756
"472",9.35622760971074
"473",9.24840790359091
"474",9.72774179411397
"475",8.88388937745579
"476",9.55653261182746
"477",9.6734485116348
"478",9.73165794208333
"479",8.69486173167364
"480",9.66307014913057
"481",9.46977220003058
"482",9.39342051116022
"483",9.58440259561015
"484",9.07197161654951
"485",9.63553409859502
"486",9.62271496297237
"487",9.42328761132951
"488",9.23386482249109
"489",9.51731971216765
"490",9.85383480158097
"491",9.24972771069612
"492",9.52997873079766
"493",8.54553702709094
"494",9.15053258473962
"495",9.63175825475624
"496",8.90102836670933
"497",9.69512611658734
"498",9.71720389493497
"499",9.66398111071371
"500",9.66289593330047
"501",9.85612377156181
"502",9.30234021719012
"503",9.28854747482229
"504",9.12753273458754
"505",9.23104036758292
"506",9.74769247332515
"507",9.40707706878408
"508",9.32149870849313
"509",9.81165660266874
"510",9.04153924460759
"511",9.78832133830205
"512",9.69943923119596
"513",9.75424031554392
"514",9.55068973257615
"515",9.29682217777714
"516",9.49003790635287
"517",9.6104998577605
"518",8.78644071817456
"519",9.21875784616766
"520",9.80623611719932
"521",9.41366536149992
"522",9.70361975712094
"523",9.65903168619654
"524",9.68702500801774
"525",9.47748913859268
"526",9.8084004199274
"527",8.64564112030795
"528",9.86870251435513
"529",9.21101583920757
"530",9.64166309144633
"531",9.84132596849496
"532",9.44049302340468
"533",8.80167066787915
"534",9.61413407703828
"535",9.35759769619881
"536",9.41844882079894
"537",9.44361977955992
"538",9.78212649401287
"539",9.13131539806889
"540",8.53660020678616
"541",9.35710296765159
"542",9.55431621655475
"543",9.19203522054218
"544",9.58494526332153
"545",9.89245731653087
"546",9.64437750322753
"547",9.24899690020546
"548",9.77117851690608
"549",9.39396192439508
"550",9.49631683198083
"551",9.75652100014341
"552",9.77356944200162
"553",9.67522670316179
"554",9.58535055495479
"555",9.54454093532317
"556",8.50896381682095
"557",9.29757523210142
"558",8.45272909095575
"559",9.65625996436097
"560",9.59383890024805
"561",9.7575834995796
"562",9.12916947671889
"563",9.44153707695753
"564",8.88476790422065
"565",9.47076376528128
"566",9.46928792042536
"567",9.65141091558071
"568",9.35004449550479
"569",8.77456756765678
"570",9.35440446523691
"571",9.60539339683056
"572",9.76780036491593
"573",8.75992468865651
"574",9.34067791651787
"575",9.67113974729132
"576",9.86378955296885
"577",9.5984514606843
"578",9.77237333275225
"579",9.87400948352856
"580",9.49470225235075
"581",9.4542582712585
"582",9.75084683855415
"583",9.40132712620981
"584",9.6301465904985
"585",9.50534736295315
"586",9.74135624214215
"587",9.35716657093848
"588",9.66609500457599
"589",9.14253984011537
"590",9.80485335608455
"591",9.89817588349159
"592",9.38939034084136
"593",9.67014028340964
"594",9.22812508192751
"595",9.63305056276612
"596",9.74347440665831
"597",9.4856041486916
"598",9.8076297235695
"599",9.26421409839895
"600",9.17647399157638
"601",8.1919637752223
"602",9.38786275157183
"603",9.45510805460491
"604",9.62090547309977
"605",9.70074352174142
"606",9.34159110588023
"607",9.86093284147111
"608",9.58372796422248
"609",9.25408500150311
"610",9.44894524159688
"611",9.08673568362267
"612",7.27634735150453
"613",9.57908022829484
"614",9.45028723160789
"615",9.81484945446783
"616",8.72588299352759
"617",9.46725975933722
"618",8.98265912594398
"619",9.64323951233444
"620",9.68387968780883
"621",9.36206259183808
"622",8.64666921464573
"623",9.22301121500125
"624",9.5645471259423
"625",9.7447439091713
"626",9.66381376473602
"627",9.72081125543457
"628",9.55064258496487
"629",9.37072457798979
"630",9.40561060078497
"631",9.88277149119643
"632",9.87047328377515
"633",9.44415873456072
"634",9.4070775173987
"635",9.7931606728944
"636",9.58378909477156
"637",9.44706235106046
"638",9.3642577100813
"639",9.79031783738433
"640",9.78660656896849
"641",9.60002211273609
"642",8.8412912060711
"643",9.6593246791431
"644",9.80888872510441
"645",9.21364043287412
"646",9.87044547276581
"647",9.06406241258319
"648",9.75217174316504
"649",9.13026968422239
"650",9.72921979612973
"651",8.67283899382392
"652",9.70523317261516
"653",9.53290805617325
"654",9.77981792873879
"655",9.39459960057664
"656",9.66813735936461
"657",9.41090354910443
"658",9.73248699878093
"659",9.70630148619835
"660",9.37766245985203
"661",8.76614324872124
"662",8.32191844440361
"663",9.34727042433053
"664",9.68430811844482
"665",9.57496057931283
"666",9.78320101085878
"667",9.68680513450137
"668",9.53821485955387
"669",8.82286746200259
"670",8.90072848216619
"671",9.5886331703753
"672",8.66171187067145
"673",9.54087754946272
"674",9.42603697947967
"675",9.49325588108344
"676",9.13715175168729
"677",9.30077984346353
"678",9.79659479973636
"679",9.61833652877271
"680",9.78999258235678
"681",9.62148578505076
"682",9.78199987455651
"683",9.72954985832082
"684",9.13152305332208
"685",9.43536200751092
"686",9.78883713122558
"687",9.69302834090204
"688",9.83605230322987
"689",9.51095011505721
"690",9.32024652207341
"691",9.36051153079648
"692",9.61214789728758
"693",9.51636723482734
"694",8.79395453052432
