"","max_fitness","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"339",2.74427497556455,"I+Ig","log10",339,0.30562659,4.02586316,13.8249143,0.72745577,0.06336827,161.538366
