"","fitness","cue","cue_b","log","log_b","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"693",2.44456591025617,"R","I","log10","log10",693,0.36388056,4.04506298,39.8010458,0.8089052,0.01525327,126.269469
