"","max_fitness","cue","cue_b","log","log_b","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"1339",6.8954098482714,"R","I","log10","log10",1339,0.34447754,5.34414074,9.27317565,0.89948702,0.06192411,461.952376
