"","fitness","cue","cue_b","log","log_b","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"932",1.20478526880742,"R","Ig","log10","log10",932,0.31305118,4.00670965,17.5340269,0.74495653,0.03148278,264.747996
