"","max_fitness","cue","cue_b","log","log_b","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"541",5.78905340061347,"R","I","log10","log10",541,0.48868721,5.46255996,6.82175642,0.98359308,0.15463667,425.258731
