"","max_fitness","cue","cue_b","log","log_b","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"4693",5.28554299405714,"R","I+Ig","none","log10",4693,0.29522347,5.4307349,3.03250193,0.95603767,0.11207673,185.610393
