"","max_fitness","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"1939",8.58529269478744,"G","none",1939,0.38369905,5.73918952,23.8623109,0.88014668,0.02540608,151.146412
