"","max_fitness","cue","cue_b","log","log_b","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"4145",2.06021090596934,"R","I","log10","log10",4145,0.22068383,4.56869366,88.0724036,2.29428033,0.02607771,821.544909
