"","fitness","cue","cue_b","log","log_b","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"768",6.69882591998303,"R","I+Ig","log10","log10",768,0.45907277,6.26740067,129.803853,1.59591789,7.30895e-03,2079.81946
