"","max_fitness","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"3963",3.86691253498723,"I","none",3963,0.27079709,4.04473082,7.6354343,0.77424008,0.07992086,114.34003
