"","max_fitness","cue","cue_b","log","log_b","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"3205",7.04999915120731,"R","I","none","log10",3205,0.26885528,5.31414496,23.0315888,0.9937147,0.03833698,1255.79448
