"","max_fitness","cue","cue_b","log","log_b","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"1262",5.2406031262897,"R","I","none","log10",1262,0.22843498,3.95734615,46.932324,0.85438302,0.02163842,700.783057
