"","max_fitness","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"2939",3.06172154799403,"I","log10",2939,0.1113376,4.56211388,22.2275835,2.28129399,0.09817078,13440.7804
