"","max_fitness","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"234",6.45621113891961,"Ig","log10",234,0.50800911,5.98994423,20.843157,1.75287188,0.04284886,1506.32024
