"","max_fitness","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"3926",3.41657008657867,"R","log10",3926,0.27964906,4.00169231,4.90341587,0.87003664,0.09764296,954.41991
