"","max_fitness","cue","cue_b","log","log_b","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"131",2.92381741106204,"R","I+Ig","log10","log10",131,0.51709695,4.68597378,57.610435,2.14230072,0.09763432,273.444418
