"","fitness","cue","cue_b","log","log_b","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"7",7.03170802447377,"R","I","log10","log10",7,0.36649643,5.54801398,52.0919618,1.07397402,0.01043128,2549.27031
