"","max_fitness","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"634",7.24002231358655,"R","log10",634,0.2685651,4.74165166,14.5889344,0.5735826,0.01580921,189.761221
