"","max_fitness","cue","cue_b","log","log_b","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"2727",5.09080340023805,"R","I","none","log10",2727,0.32053052,4.03349829,15.299295,0.79601104,0.02703605,5301.23468
