"","max_fitness","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"2872",7.95384232520082,"I","none",2872,0.41292274,4.80256706,28.2155644,0.42631501,0.00754296,2844.94302
