"","fitness","cue","cue_b","log","log_b","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"319",8.66898776779393,"G","I+Ig","log10","log10",319,0.30063716,5.40021937,29.3595202,0.956282,0.02250802,125.338128
