"","max_fitness","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"534",5.19057818709275,"G","none",534,0.37705539,6.06987434,49.8689239,1.91388764,0.02282331,1085.26137
