"","fitness","cue","cue_b","log","log_b","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"804",6.00830948787812,"I+Ig","Ig","log10","log10",804,0.26846805,6.08830739,103.058499,1.92198583,7.22243e-03,9695.66635
