"","max_fitness","cue","cue_b","log","log_b","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"4975",8.45605162204143,"R","I+Ig","none","log10",4975,0.29374924,5.4255864,6.47630648,0.97778569,0.08275941,134.025305
