"","max_fitness","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"3325",7.44785700695402,"Ig","none",3325,0.34745085,5.57732436,10.8661131,1.04348223,0.06172194,961.860597
