"","fitness","cue","cue_b","log","log_b","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"400",5.40824621557782,"Ig","I","log10","log10",400,0.47269957,4.7378147,15.1941304,0.45165723,0.03497459,220.720539
