"","fitness","cue","cue_b","log","log_b","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"399",2.50181280761996,"I+Ig","I","log10","log10",399,0.22165274,3.98513583,9.66173641,0.82441796,0.03713025,63.4867774
