"","max_fitness","cue","cue_b","log","log_b","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"1269",5.16505629541309,"R","I","none","log10",1269,0.37078692,3.98758146,19.6452538,0.77498391,0.03649955,649.482038
