"","max_fitness","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"1747",6.96502983843017,"R","log10",1747,0.29393407,5.44305232,4.34947475,1.01791482,0.16970106,277.703588
