"","max_fitness","cue","cue_b","log","log_b","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"2402",2.8788583434652,"R","I+Ig","log10","log10",2402,0.2832642,3.99143733,28.4489042,0.69354867,0.02193453,1229.28207
