"","max_fitness","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"3092",2.12699616292743,"t","none",3092,0.35208548,4.07375161,4.33234454,0.66329773,0.16075152,260.84154
