"","max_fitness","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"1284",6.14836621321139,"t","none",1284,0.30335993,6.11581559,27.1656014,1.81983621,0.02044377,1463.00681
