"","fitness","cue","cue_b","log","log_b","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"773",2.12508886376178,"G","R","log10","log10",773,0.21804426,4.67990024,17.9490227,2.20087007,0.12203176,2025.66697
