"","fitness","cue","cue_b","log","log_b","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"380",0.575176804295701,"G","R","log10","log10",380,0.26562937,3.89999384,34.8094647,0.70191212,0.02121215,187.22375
