"","max_fitness","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"1043",3.25713231999261,"Ig","none",1043,0.26738382,4.55078626,12.9657222,2.13517309,0.18931066,9363.23353
