"","max_fitness","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"3397",8.17449521603803,"I+Ig","none",3397,0.2529872,5.67709067,25.7883811,0.99974746,0.00774711,193.827572
